SAMPLE_ID,LAT_DEG,LONG_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH_m,DIVISION,DISTRICT,THANA,UNION,MOUZA,As_ugL,Al_mgL,B__mgL,Ba_mgL,Ca_mgL,Co_mgL,Cr_mgL,Cu_mgL,Fe_mgL,K__mgL,Li_mgL,Mg_mgL,Mn_mgL,Na_mgL,P__mgL,Si_mgL,SO4_mgL,Sr_mgL,V__mgL,Zn_mgL
S98_04010,24.272,89.309,1991,Tara,35,Rajshahi,Pabna,Chatmohar,Nimaichara,Chinabhatkur,0.5,0.07,0.1,0.072,130,0.003,0.002,0.008,0.137,3.3,0.021,28.9,1.01,39.7,0.1,21,34.1,0.505,0.003,0.029
S98_04011,24.245,89.266,1987,STW,34,Rajshahi,Pabna,Chatmohar,Haripur,Dhorail Mull.,0.5,0.08,0.1,0.1,114,0.003,0.002,0.008,0.089,3.5,0.013,31.1,0.659,15.1,0.1,19.1,5.6,0.442,0.003,0.028
S98_04012,24.188,89.277,1987,Tara,41,Rajshahi,Pabna,Chatmohar,Mulgram,Amritakunda,0.5,0.13,0.1,0.066,129,0.003,0.002,0.008,0.116,1.7,0.018,40,0.648,47.6,0.1,23.5,6.4,0.493,0.003,0.047
S98_04013,24.151,89.28,1991,STW,34,Rajshahi,Pabna,Chatmohar,Mulgram,Attamka,0.5,0.07,0.1,0.054,80.2,0.003,0.002,0.008,0.079,1.8,0.008,19.5,0.635,13.4,0.1,22.5,7,0.351,0.004,0.026
S98_04014,24.123,89.291,1991,STW,36,Rajshahi,Pabna,Chatmohar,Failjana,Nengri Kris. Ram,0.5,0.09,0.1,0.038,85.7,0.003,0.002,0.008,0.188,1.5,0.008,26.7,0.61,24.8,0.1,24.5,13.3,0.307,0.004,0.028
S98_04015,24.125,89.238,1997,STW,31,Rajshahi,Pabna,Atgharia,Chandba,Chandba,0.5,0.06,0.1,0.07,104,0.003,0.002,0.008,0.791,2.4,0.007,25.6,1.43,27.6,0.1,22.7,6.5,0.472,0.002,0.023
S98_04016,24.123,89.215,1987,STW,39,Rajshahi,Pabna,Atgharia,Majhpara,Naodapara,0.5,0.08,0.1,0.041,91,0.003,0.002,0.008,0.585,1.6,0.011,25.8,0.438,25.1,0.1,22.3,1.9,0.332,0.003,0.104
S98_04017,24.127,89.193,1995,STW,31,Rajshahi,Pabna,Atgharia,Majhpara,Dangapara,0.5,0.09,0.1,0.053,112,0.003,0.002,0.008,0.286,1.4,0.007,29.5,0.301,33.4,0.1,22.2,4.4,0.363,0.003,0.017
S98_04018,24.083,89.248,1997,Tara,36,Rajshahi,Pabna,Atgharia,Debottar,Srikantpur,0.5,0.1,0.1,0.059,98,0.003,0.002,0.008,0.387,1.5,0.009,30.5,1.54,33.8,0.1,20.7,4.1,0.418,0.003,0.017
S98_04019,24.076,89.303,1996,STW,38,Rajshahi,Pabna,Atgharia,Ekdanta,Dengargram,0.5,0.05,0.1,0.04,90,0.003,0.002,0.008,0.107,2,0.007,29.9,0.465,23,0.1,20.6,33.4,0.202,0.003,0.013
S98_04020,24.054,89.373,1995,STW,45,Rajshahi,Pabna,Atgharia,Lakshmipur,Kaijuri,0.5,0.1,0.1,0.052,160,0.003,0.002,0.008,0.338,2.6,0.011,38.5,3.21,25.2,0.1,23.2,23.9,0.501,0.002,0.11
S98_04021,24.222,89.277,1987,STW,34,Rajshahi,Pabna,Chatmohar,Mulgram,Amritab Kunda,0.5,0.09,0.1,0.063,129,0.003,0.002,0.008,0.504,1.4,0.011,41.2,0.801,46.6,0.1,23.8,8.9,0.514,0.004,0.027
S98_04022,23.865,89.626,1975,STW,24,Rajshahi,Pabna,Bera,Masundia,Shitulpur,80.7,0.13,0.1,0.239,127,0.003,0.002,0.008,2,6,0.004,36.2,1.93,23.2,1,23.9,6.5,0.452,0.002,0.029
S98_04023,23.881,89.665,1998,STW,16,Rajshahi,Pabna,Bera,Masundia,Kazisharifpur,65.5,0.08,0.1,0.197,119,0.003,0.002,0.008,6.08,5.5,0.004,32.3,0.993,33.4,0.5,16.3,25.7,0.405,0.002,0.028
S98_04024,23.917,89.646,1997,STW,21,Rajshahi,Pabna,Bera,Ruppur,Sunnayasi banda,80.6,0.11,0.1,0.173,128,0.003,0.002,0.008,14.7,3.2,0.004,34.3,0.536,25.7,1.1,27.4,0.9,0.366,0.002,0.034
S98_04025,23.951,89.652,1995,STW,23,Rajshahi,Pabna,Bera,Puran Bharenga,Raghunathpur,25.5,0.48,0.1,0.176,189,0.003,0.002,0.008,14.1,2,0.004,45.6,3.78,27.7,0.8,19,42.5,0.477,0.002,0.034
S98_04026,23.961,89.612,1996,STW,25,Rajshahi,Pabna,Bera,Jotshakhni,Tangbari,30.5,0.08,0.1,0.161,109,0.003,0.002,0.008,8.53,6,0.01,48.1,1.84,31.7,0.7,24.2,10.7,0.255,0.002,0.451
S98_04027,24.037,89.606,1995,STW,21,Rajshahi,Pabna,Bera,Nutan Bharenga,Chalkchakla,58.6,0.09,0.1,0.143,70.5,0.003,0.002,0.008,9.65,3.3,0.004,20.7,0.492,8.5,0.6,25.6,0.5,0.278,0.002,0.023
S98_04028,24.054,89.641,1997,Tara,39,Rajshahi,Pabna,Bera,Haturia nakalia,Haturia,47.7,0.05,0.1,0.099,42.6,0.003,0.002,0.008,11,4.2,0.005,16.2,0.255,16.8,0.9,26.3,0.2,0.128,0.002,0.141
S98_04029,23.974,89.419,1990,STW,69,Rajshahi,Pabna,Sujanagar,Tantibanda,Tantibanda,0.6,0.08,0.1,0.055,95.2,0.003,0.002,0.008,0.091,2.7,0.012,30.2,0.265,45.3,0.1,26.6,0.2,0.443,0.006,0.028
S98_04030,23.885,89.442,1975,STW,41,Rajshahi,Pabna,Sujanagar,Satbaria,Satbaria,0.5,0.12,0.1,0.035,68.2,0.003,0.002,0.008,0.066,1.6,0.006,26.7,1.17,60.7,0.1,21,2.3,0.448,0.003,0.013
S98_04031,23.89,89.475,1995,STW,46,Rajshahi,Pabna,Sujanagar,Manikhat,Manikhat,0.5,0.04,0.1,0.029,52,0.003,0.002,0.008,0.139,1.6,0.006,18.6,2.53,44.8,0.1,26,0.4,0.427,0.003,0.134
S98_04032,23.87,89.506,1991,STW,54,Rajshahi,Pabna,Sujanagar,Hatkhali,Hatkhali,0.5,0.03,0.1,0.028,48.9,0.003,0.002,0.008,0.163,1.8,0.01,18,1.28,39.9,0.1,27.1,0.6,0.231,0.003,0.012
S98_04033,23.835,89.537,1995,STW,44,Rajshahi,Pabna,Sujanagar,Nazirganj,Narasinghapur,0.5,0.04,0.1,0.038,53.5,0.003,0.002,0.008,0.251,2.1,0.006,25.2,0.642,37.8,0.1,27.6,29.7,0.314,0.005,0.012
S98_04034,23.837,89.58,1995,STW,42,Rajshahi,Pabna,Sujanagar,Sagarkandi,Khalilpur,0.5,0.04,0.1,0.042,52.3,0.003,0.002,0.008,0.053,1.6,0.008,19.1,0.328,48,0.2,21.9,3,0.278,0.005,0.026
S98_04035,23.96,89.599,1980,STW,20,Rajshahi,Pabna,Sujanagar,Ahmedpur,Ahmedpur,57.8,0.08,0.1,0.167,142,0.003,0.002,0.008,3.6,5.3,0.004,31.4,1.07,11.2,0.4,19.5,1.7,0.516,0.002,0.019
S98_04036,23.961,89.498,1988,STW,42,Rajshahi,Pabna,Sujanagar,Dulai,Shibrampur,0.8,0.1,0.1,0.035,61.6,0.003,0.002,0.008,0.319,2.2,0.012,22.9,0.32,48.8,0.2,29.8,16.2,0.319,0.004,0.022
S98_04037,24.184,89.452,1996,STW,23,Rajshahi,Pabna,Faridpur,Brilahiribaria,Deobhog,0.5,0.05,0.1,0.042,54.1,0.003,0.002,0.008,0.154,1.9,0.005,18.6,0.645,37.5,0.1,22.9,11.2,0.203,0.002,0.039
S98_04038,24.166,89.435,1998,STW,33,Rajshahi,Pabna,Faridpur,Faridpur,Parfaridpur,0.5,0.08,0.1,0.039,64.7,0.003,0.002,0.008,0.344,1.8,0.005,25,0.39,46.5,0.1,24.3,9,0.251,0.003,0.021
S98_04039,24.176,89.412,1988,STW,39,Rajshahi,Pabna,Faridpur,Faridpur,Berbowlia,0.5,0.13,0.1,0.045,56.2,0.003,0.002,0.008,0.555,1.7,0.005,26.7,0.949,34.3,0.1,25.3,26.8,0.257,0.003,0.039
S98_04040,24.144,89.439,1997,STW,33,Rajshahi,Pabna,Faridpur,Faridpur,Khagarbaria,0.5,0.04,0.1,0.046,60.5,0.003,0.002,0.008,0.111,1.7,0.005,23,0.325,40.7,0.1,22.5,4.9,0.293,0.004,0.01
S98_04041,24.151,89.496,1991,STW,38,Rajshahi,Pabna,Faridpur,Demra,Deobaria,10.1,0.04,0.1,0.102,42.1,0.003,0.002,0.008,8.77,2.6,0.004,21.5,0.777,26.3,0.5,18.7,16,0.148,0.002,0.013
S98_04042,24.089,89.44,1996,STW,39,Rajshahi,Pabna,Faridpur,Hadal,Mangalgram,0.5,0.06,0.1,0.167,105,0.003,0.002,0.008,0.208,2.4,0.005,33.9,0.665,11.6,0.2,19.4,23.4,0.229,0.004,0.018
S98_04043,24.211,89.419,1994,Tara,39,Rajshahi,Pabna,Bhangura,Dilpashar,Betuan,0.5,0.04,0.1,0.027,47.3,0.003,0.002,0.008,0.099,1.3,0.01,21,0.678,24.9,0.1,24.2,1.1,0.2,0.002,0.019
S98_04044,24.221,89.419,1994,Tara,39,Rajshahi,Pabna,Bhangura,Bhangura,Kaidanga,0.5,0.04,0.1,0.029,61.1,0.003,0.002,0.008,0.048,1.5,0.011,23.1,1.22,29.4,0.1,24.6,5.8,0.279,0.003,0.013
S98_04045,24.248,89.364,1994,Tara,40,Rajshahi,Pabna,Bhangura,Ashtamanisha,Lamkan,0.5,0.06,0.1,0.031,72.4,0.003,0.002,0.008,0.058,1.6,0.009,20.2,0.66,30,0.1,24.9,24.9,0.33,0.003,0.034
S98_04046,24.258,89.351,1995,STW,38,Rajshahi,Pabna,Bhangura,Ashtamanisha,Ashtamanisha,0.5,0.04,0.1,0.043,74.5,0.003,0.002,0.008,0.356,1.7,0.011,19.9,1.42,35.4,0.1,26.1,31.5,0.214,0.002,0.018
S98_04047,24.197,89.39,1996,Tara,39,Rajshahi,Pabna,Bhangura,Par bhaugura,Patharghata,0.5,0.1,0.1,0.05,102,0.003,0.002,0.008,0.096,1.6,0.012,30.4,0.723,36.6,0.1,23.6,9.4,0.4,0.004,0.047
S98_04048,24.176,89.392,1995,STW,38,Rajshahi,Pabna,Bhangura,Par bhangura,Bheramara,0.5,0.1,0.1,0.055,108,0.003,0.002,0.008,0.672,2.9,0.026,44.2,0.974,43.8,0.1,24.2,26.8,0.533,0.003,0.029
S98_04049,24.218,89.371,1997,Tara,39,Rajshahi,Pabna,Bhangura,Par bhangura,Sarutia,0.5,0.07,0.1,0.052,98.3,0.003,0.002,0.008,0.083,1.6,0.013,28.3,0.867,37.1,0.1,22.2,15.7,0.331,0.003,0.043
S98_04050,23.95,89.399,1970,STW,39,Rajshahi,Pabna,Pabna Sadar,Char tarapur,Khoksabaria,0.5,0.12,0.1,0.069,120,0.003,0.002,0.008,0.275,2.2,0.007,39.7,5.54,38.7,0.2,26.6,0.3,0.651,0.003,0.026
S98_04051,23.971,89.361,1997,STW,33,Rajshahi,Pabna,Pabna Sadar,Sadullahpur,Dubalia,0.5,0.07,0.1,0.052,118,0.003,0.002,0.008,0.053,1.9,0.006,31.7,4.79,35.4,0.2,23.3,1.1,0.771,0.004,0.028
S98_04052,23.981,89.326,1988,STW,31,Rajshahi,Pabna,Pabna Sadar,Bharara,Par Chitalia,0.6,0.06,0.1,0.038,94.5,0.003,0.002,0.008,0.202,1.2,0.008,27.5,0.682,44,0.1,21.3,1.5,0.431,0.002,0.014
S98_04053,23.992,89.263,1988,Tara,33,Rajshahi,Pabna,Pabna Sadar,Dogachhi,Byajanathpur,0.5,0.07,0.1,0.076,127,0.003,0.002,0.008,0.024,2,0.015,33.9,1.1,43.3,0.1,21.5,2.7,0.553,0.003,0.038
S98_04054,24.073,89.187,1993,STW,43,Rajshahi,Pabna,Pabna Sadar,Dapunia,Kankarkhola,15.5,0.06,0.1,0.259,120,0.003,0.002,0.008,2.57,3.9,0.007,30.1,0.111,29.6,0.1,17.2,4,0.337,0.002,0.034
S98_04055,24.02,89.23,1988,STW,36,Rajshahi,Pabna,Pabna Sadar,Hemayetpur,Jotkanu,27.2,0.07,0.1,0.094,132,0.003,0.002,0.008,2.25,1.8,0.007,33.4,1.4,43.9,0.1,20.8,0.3,0.645,0.002,0.017
S98_04056,24.048,89.211,1997,Tara,46,Rajshahi,Pabna,Pabna Sadar,Malugachha,Malugachha,0.6,0.07,0.1,0.093,122,0.003,0.002,0.008,0.048,1.8,0.017,29,0.656,39.2,0.1,20.7,6,0.666,0.004,0.028
S98_04057,24.032,89.302,1990,STW,34,Rajshahi,Pabna,Pabna Sadar,Gayespur,Gayespur,0.5,0.06,0.1,0.063,110,0.003,0.002,0.008,0.069,2.2,0.019,30.1,0.347,47.3,0.1,20.2,1.8,0.488,0.004,0.019
S98_04058,24.035,89.342,1995,STW,38,Rajshahi,Pabna,Pabna Sadar,Ataikula,Dharmagram,0.5,0.06,0.1,0.085,104,0.003,0.002,0.008,0.141,1.8,0.018,29.4,1.11,43.5,0.1,21,4.8,0.446,0.002,0.02
S98_04059,24.122,89.057,1997,STW,34,Rajshahi,Pabna,Ishwardi,Paurashava W01,Pearallhali,0.5,0.06,0.1,0.038,116,0.003,0.002,0.008,0.075,1.4,0.006,36.2,0.74,35.8,0.1,22,1.7,0.341,0.003,0.055
S98_04060,24.123,89.063,1996,Tara,33,Rajshahi,Pabna,Ishwardi,Paurashava W01,Pearakhali,0.5,0.06,0.1,0.042,107,0.003,0.002,0.008,0.037,1.2,0.011,33.4,0.645,27.5,0.1,21.8,1.3,0.289,0.003,0.097
S98_04061,24.128,89.077,1963,STW,34,Rajshahi,Pabna,Ishwardi,Paurashava W02,Masuriapara,3.8,0.06,0.1,0.058,121,0.003,0.002,0.008,0.312,1.4,0.01,31.9,0.927,36.4,0.1,20.7,1.8,0.373,0.003,0.028
S98_04062,24.052,89.055,1970,STW,31,Rajshahi,Pabna,Ishwardi,Pakshy,Char Ruppur,493,0.11,0.1,0.165,193,0.003,0.002,0.008,2.89,5,0.004,44,1.7,16,0.2,17.3,0.2,0.788,0.002,0.052
S98_04063,24.03,89.094,1991,STW,31,Rajshahi,Pabna,Ishwardi,Lakshmikundi,Bilkedarkhas,390,0.07,0.1,0.171,102,0.003,0.002,0.008,2.32,4.8,0.004,30.1,0.743,12.3,0.1,17.2,0.4,0.491,0.002,0.024
S98_04064,24.03,89.102,1970,STW,30,Rajshahi,Pabna,Ishwardi,Sahapur,Babulchara,326,0.07,0.1,0.238,110,0.003,0.002,0.008,1.28,4.7,0.004,25.1,1.03,12.1,0.3,16,1.2,0.324,0.002,0.03
S98_04065,24.087,89.131,1980,STW,20,Rajshahi,Pabna,Ishwardi,Salimpur,Bharaimari,2.5,0.08,0.1,0.151,132,0.003,0.002,0.008,0.148,5.3,0.005,32.9,0.755,28.1,0.1,18.3,26.4,0.464,0.002,0.018
S98_04066,24.135,89.141,1988,STW,34,Rajshahi,Pabna,Ishwardi,Muladuli,Sekhpara,56.1,0.06,0.1,0.074,109,0.003,0.002,0.008,1.86,1.9,0.008,24.8,0.729,21.3,0.1,20.8,0.7,0.35,0.002,0.02
S98_04067,24.109,89.127,1995,Tara,37,Rajshahi,Pabna,Ishwardi,Dashuria,Dashuria,1.3,0.07,0.1,0.05,75.2,0.003,0.002,0.008,0.385,1.6,0.015,22.9,0.168,8.6,0.1,23.3,3.5,0.325,0.002,0.041
S98_04068,24.053,89.548,1985,STW,44,Rajshahi,Pabna,Santhia,Paurashava,Santhia,51.3,0.08,0.1,0.095,60.2,0.003,0.002,0.008,11,2.6,0.004,25.3,0.365,24.2,1.1,32.4,6.6,0.187,0.002,0.085
S98_04069,24.075,89.53,1975,STW,44,Rajshahi,Pabna,Santhia,Dhopadaha,Dhopadaha,64.6,0.08,0.1,0.12,139,0.004,0.002,0.008,14.4,3.1,0.007,36.3,4.55,35.3,0.4,29.4,51.1,0.657,0.002,0.132
S98_04070,24.133,89.518,1995,STW,38,Rajshahi,Pabna,Santhia,Nagdemra,Nagdemra,1.3,0.03,0.1,0.027,40.7,0.003,0.002,0.008,0.172,1.5,0.005,20.9,2.35,42.4,0.2,26.8,21.2,0.286,0.003,0.011
S98_04071,24.107,89.479,1991,STW,39,Rajshahi,Pabna,Santhia,Dhulauri,Dhulauri,3.1,0.08,0.1,0.03,78.2,0.003,0.002,0.008,0.155,3.3,0.017,32.1,0.814,40,0.1,29.7,2.9,0.368,0.002,0.014
S98_04072,24.076,89.442,1997,STW,38,Rajshahi,Pabna,Santhia,Bhulbaria,Debipur,0.5,0.17,0.1,0.065,78.2,0.003,0.002,0.008,0.522,2.1,0.008,32.9,1.74,60.7,0.1,22.5,4.6,0.444,0.003,0.07
S98_04073,24.033,89.431,1996,STW,23,Rajshahi,Pabna,Santhia,Ataikula,Putigara,1,0.13,0.1,0.043,64,0.003,0.002,0.008,0.404,1.9,0.006,25.2,1.2,43.2,0.2,24.7,0.9,0.309,0.004,0.016
S98_04074,24.032,89.452,1985,STW,38,Rajshahi,Pabna,Santhia,Nandanpur,Maibaria,0.5,0.06,0.1,0.016,34.1,0.003,0.002,0.008,0.151,1.7,0.005,16.5,0.626,41.1,0.2,29.5,1,0.183,0.002,0.011
S98_04075,23.97,89.493,1996,Tara,40,Rajshahi,Pabna,Santhia,Khetupara,Rajapur,0.5,0.07,0.1,0.072,109,0.003,0.002,0.008,0.169,1.8,0.009,35.2,0.421,64.8,0.1,22.7,64.4,0.645,0.006,0.031
S98_04076,23.96,89.607,1997,STW,23,Rajshahi,Pabna,Santhia,Kashinathpur,Kashinathpur,341,0.11,0.1,0.143,149,0.003,0.002,0.008,10.3,2.9,0.004,39.6,2.21,22.9,1.3,18.3,7.7,0.451,0.002,0.025
S98_04077,24.076,89.606,1996,STW,28,Rajshahi,Pabna,Santhia,Karanja,Karanja,213,0.07,0.1,0.143,125,0.003,0.002,0.008,15.3,4.5,0.004,34.2,1.25,15.9,0.4,17.3,0.5,0.487,0.002,0.018
S98_04078,23.614,91.102,1988,STW,24,Chittagong,Comilla,Brahmanpara,Brahmanpara,Prahmanpara,134,0.01,0.1,0.009,5.1,0.003,0.002,0.008,1.26,4.6,0.004,6.87,0.02,57.4,3.7,20.6,0.4,0.0458,0.002,0.008
S98_04079,23.622,91.088,1996,STW,46,Chittagong,Comilla,Brahmanpara,Paschim B.para,Daschim b.para,0.5,0.03,0.2,0.078,40.9,0.003,0.002,0.008,0.05,2.9,0.004,30,1.77,131,0.2,15.8,0.3,0.308,0.004,0.017
S98_04080,23.715,91.061,1996,STW,36,Chittagong,Comilla,Brahmanpara,Madhabpur,Uadhabpur,159,0.13,0.1,0.015,67.9,0.003,0.073,0.008,4.34,7.5,0.005,34.9,0.173,25.7,1.6,22.5,0.6,0.296,0.002,0.108
S98_04081,23.682,91.099,1995,STW,39,Chittagong,Comilla,Brahmanpara,Purba Chandla,Durba Chandla,3.8,0.03,0.1,0.224,37.6,0.003,0.002,0.008,0.322,10.1,0.004,53.2,1.57,21.2,0.2,10.9,0.3,0.418,0.002,0.021
S98_04082,23.626,91.147,1997,STW,34,Chittagong,Comilla,Brahmanpara,Shashidal,Uhashidal,83.4,0.03,0.1,0.026,21.4,0.003,0.002,0.008,4.57,4.3,0.008,21.7,1.02,47.6,1,22.9,0.4,0.172,0.002,0.012
S98_04083,23.595,91.112,1997,STW,39,Chittagong,Comilla,Brahmanpara,Sahebabad,Sahebabad,0.8,0.02,0.1,0.049,12.5,0.003,0.002,0.008,0.042,0.8,0.004,5.59,0.636,82,0.1,26.8,0.2,0.0797,0.004,0.027
S98_04084,23.536,90.716,1995,DTW,100,Chittagong,Comilla,Daudkandi,D. Daudkandi,D. Daudkandi,72.7,0.04,0.2,0.238,55.7,0.003,0.002,0.008,5.09,5.3,0.013,20.6,0.17,99,0.4,16.4,0.2,0.387,0.002,0.054
S98_04085,23.494,90.719,1992,STW,29,Chittagong,Comilla,Daudkandi,Goalmari,Poalmari,698,0.08,0.2,0.355,155,0.003,0.002,0.008,13.1,13,0.01,61.7,0.28,327,0.7,13.8,0.4,0.739,0.002,0.02
S98_04086,23.484,90.786,1991,STW,29,Chittagong,Comilla,Daudkandi,Maruka,Baruka,208,0.05,0.1,0.02,27.8,0.003,0.002,0.008,1.27,8.5,0.004,32.1,0.054,21.7,2.6,25.4,0.3,0.223,0.002,0.008
S98_04087,23.608,90.799,1996,STW,24,Chittagong,Comilla,Daudkandi,Uttar Balarampur,Bttar Balarampur,181,0.07,0.1,0.104,127,0.003,0.002,0.008,5.02,5,0.005,28.2,1.06,19.3,0.9,21.1,11.1,0.352,0.002,0.02
S98_04088,23.574,90.786,1996,STW,24,Chittagong,Comilla,Daudkandi,Majidpur,Majidpur,134,0.3,0.1,0.066,85.4,0.003,0.002,0.008,1.75,4.7,0.004,24,0.965,13.5,1.6,30,0.7,0.241,0.002,0.025
S98_04089,23.53,90.755,1991,STW,29,Chittagong,Comilla,Daudkandi,Pas.Sundalpur,Bas.Sundalpur,276,0.07,0.3,0.084,56.1,0.003,0.002,0.008,3.17,15.2,0.004,57.4,0.107,301,4,22.3,1,0.451,0.002,0.01
S98_04090,23.53,90.78,1978,STW,29,Chittagong,Comilla,Daudkandi,Pasc. Gauripur,Gasc. Gauripur,222,0.15,0.1,0.017,16.6,0.003,0.002,0.008,0.993,8.1,0.004,23.9,0.032,74.7,3.9,21,0.2,0.155,0.002,0.007
S98_04091,23.533,90.831,1990,STW,18,Chittagong,Comilla,Daudkandi,Uttar ellotganj,Sttar Ellotganj,260,0.03,0.1,0.028,33.3,0.003,0.002,0.008,3.07,9.9,0.005,38.6,0.09,89.2,2.6,23.4,0.5,0.27,0.002,0.016
S98_04092,23.489,91.007,1997,STW,28,Chittagong,Comilla,Chandina,Pasc. Chandina,Casc. Chandina,203,0.02,0.1,0.017,28.9,0.003,0.002,0.008,3.78,7.2,0.007,29.2,0.103,13.3,1.8,28.1,0.2,0.221,0.002,0.015
S98_04093,23.462,91.022,1989,STW,30,Chittagong,Comilla,Chandina,Purba Chandina,Surba Chandina,96.4,0.01,0.1,0.012,19.6,0.003,0.002,0.008,11.2,7.3,0.006,12.4,0.407,6.2,0.7,30.3,0.2,0.206,0.002,0.014
S98_04094,23.478,90.955,1976,STW,25,Chittagong,Comilla,Chandina,Dashin Barera,Bashin Barera,396,0.02,0.2,0.012,21.1,0.003,0.002,0.008,3.79,10.1,0.007,27.3,0.106,77.4,1.4,21.1,0.7,0.2,0.002,0.008
S98_04095,23.444,90.957,1972,STW,31,Chittagong,Comilla,Chandina,Maijkhara,Uaijkhara,243,0.05,0.2,0.018,59.8,0.003,0.002,0.008,4.27,8.6,0.006,53.2,0.227,151,1.4,21.7,0.6,0.395,0.002,0.03
S98_04096,23.403,90.963,1968,STW,30,Chittagong,Comilla,Chandina,Uttar Barakarai,Kttar Barakarai,259,0.05,0.1,0.01,30.2,0.003,0.002,0.008,1.22,8.8,0.004,40.4,0.104,38,2.1,20,0.3,0.225,0.002,0.008
S98_04097,23.361,90.945,1991,STW,25,Chittagong,Comilla,Chandina,Daks. Rarakarai,Paks. Barakarai,157,0.03,0.1,0.009,22.6,0.003,0.002,0.008,0.779,10.4,0.004,32.8,0.136,14.2,2.2,17,0.5,0.149,0.002,0.008
S98_04098,23.425,90.911,1995,STW,25,Chittagong,Comilla,Chandina,Uttar Gallai,Bttar Gallai,340,0.02,0.1,0.011,28.1,0.003,0.002,0.008,0.675,10.7,0.004,36.7,0.068,33.7,1.5,21.3,1.2,0.214,0.002,0.006
S98_04099,23.476,90.909,1996,STW,31,Chittagong,Comilla,Chandina,Mahichal,Pahichal,407,0.02,0.2,0.014,22.6,0.003,0.002,0.008,1.35,10,0.005,27.8,0.098,124,2.5,19.7,0.9,0.195,0.002,0.005
S98_04100,23.639,90.933,1984,DTW,105,Chittagong,Comilla,Muradnagar,Paschim Nabipur,Paschim Nabipur,70.8,0.08,0.2,0.391,68.1,0.003,0.002,0.008,22.8,13.5,0.008,50.3,0.271,336,0.8,18.7,0.4,0.629,0.002,0.046
S98_04101,23.639,90.933,1989,STW,30,Chittagong,Comilla,Muradnagar,Pasc. Nabipur,Pasc. Nabipur,327,0.03,0.2,0.014,12.5,0.003,0.002,0.008,1.42,9.6,0.005,20.4,0.033,144,3.8,23.4,0.6,0.133,0.002,0.007
S98_04102,23.768,90.954,1975,STW,38,Chittagong,Comilla,Muradnagar,Srikail,Srikail,259,0.06,0.1,0.009,20.3,0.003,0.002,0.008,4.4,6.9,0.007,20.6,0.102,13.5,1.3,29.2,0.5,0.206,0.002,0.018
S98_04103,23.754,90.995,1963,STW,27,Chittagong,Comilla,Muradnagar,Akubpur,Mkubpur,388,0.05,0.1,0.044,38.3,0.003,0.002,0.008,4.02,9.9,0.004,46.3,0.059,43,1.2,16.5,0.2,0.363,0.002,0.049
S98_04104,23.717,90.985,1984,STW,28,Chittagong,Comilla,Muradnagar,Purba Bangara,Durba Bangara,387,0.06,0.1,0.021,40.8,0.003,0.002,0.008,2.37,15.4,0.004,46.5,0.059,17.2,1.9,24.1,0.4,0.375,0.002,0.014
S98_04105,23.615,90.986,1996,STW,25,Chittagong,Comilla,Muradnagar,Jahapur,Bahapur,143,0.04,0.6,0.014,17.8,0.003,0.002,0.008,0.482,8.1,0.01,25.3,0.144,493,2.5,18.8,0.4,0.23,0.002,0.016
S98_04106,23.616,90.921,1975,STW,24,Chittagong,Comilla,Muradnagar,Dhamghar,Mhamghar,331,0.06,0.2,0.018,48.7,0.003,0.002,0.008,5.08,13.9,0.007,64.6,0.128,132,2.4,28.2,0.6,0.466,0.002,0.012
S98_04107,23.555,90.909,1973,STW,20,Chittagong,Comilla,Muradnagar,Daks. Paharpur,Paks. Paharpur,412,0.3,0.3,0.019,40.3,0.003,0.002,0.008,1.98,14.7,0.005,60.7,0.148,252,1.9,21.2,0.5,0.417,0.002,0.008
S98_04108,23.845,90.791,1979,STW,25,Chittagong,Brahamanbaria,Banchharampur,P. Dariadaulat,Bakharnagar,210,0.05,0.1,0.115,86.2,0.003,0.002,0.008,15.2,5.7,0.005,21.7,0.556,13.1,1.5,22.2,0.3,0.338,0.002,0.021
S98_04109,23.848,90.841,1981,STW,23,Chittagong,Brahamanbaria,Banchharampur,Purba Tejkhali,Joynagar,233,0.01,0.1,0.176,94,0.003,0.002,0.008,25.6,5.9,0.004,25.3,0.579,38.4,1.3,26.9,0.2,0.401,0.002,0.028
S98_04110,23.824,90.787,1997,STW,22,Chittagong,Brahamanbaria,Banchharampur,Paschim Dariada,Sonarampur,41.9,0.15,0.1,0.092,111,0.003,0.002,0.008,2.45,4.7,0.004,26.2,1.76,12.7,0.3,21,0.4,0.306,0.002,0.016
S98_04111,23.775,90.802,1993,STW,22,Chittagong,Brahamanbaria,Banchharampur,U. Banchharampur,Bhiti jhagrarcha,735,0.06,0.1,0.024,42.9,0.003,0.002,0.008,0.206,3.5,0.004,7.59,0.326,9.6,3.2,10.1,0.2,0.102,0.002,0.009
S98_04112,23.702,90.778,1996,STW,30,Chittagong,Brahamanbaria,Banchharampur,Paschim Ujanchar,Radhanagar,200,0.09,0.1,0.319,111,0.003,0.002,0.008,17.2,33.5,0.006,49.1,2.47,38.4,0.7,18.3,0.5,0.568,0.002,0.031
