SAMPLE_ID,LAT_LONG,WELL_DEPTH_m,DIVISION_DISTRICT,PARAMETER,CONC
S98_02800,23.73/90.317,76,Dhaka-Dhaka,As_ugL,0.5
S98_02801,23.732/90.276,25,Dhaka-Dhaka,As_ugL,43.3
S98_02802,23.687/90.287,85,Dhaka-Dhaka,As_ugL,98.4
S98_02803,23.686/90.308,85,Dhaka-Dhaka,As_ugL,0.5
S98_02804,23.701/90.384,73,Dhaka-Dhaka,As_ugL,0.5
S98_02805,23.667/90.434,74,Dhaka-Dhaka,As_ugL,0.5
S98_02806,23.632/90.081,51,Dhaka-Dhaka,As_ugL,262
S98_02807,23.642/90.047,65,Dhaka-Dhaka,As_ugL,11.7
S98_02808,23.595/90.139,63,Dhaka-Dhaka,As_ugL,107
S98_02809,23.577/90.148,57,Dhaka-Dhaka,As_ugL,65
S98_02810,23.538/90.176,61,Dhaka-Dhaka,As_ugL,81.1
S98_02811,23.659/90.166,56,Dhaka-Dhaka,As_ugL,NA
S98_02812,23.644/90.179,59,Dhaka-Dhaka,As_ugL,95.6
S98_02813,23.631/90.21,49,Dhaka-Dhaka,As_ugL,58.7
S98_02814,23.622/90.226,54,Dhaka-Dhaka,As_ugL,70.4
S98_02815,23.649/90.204,56,Dhaka-Dhaka,As_ugL,262
S98_02816,23.641/90.215,61,Dhaka-Dhaka,As_ugL,81.2
S98_02817,24.382/91.903,44,Sylhet-Maulvibazar,As_ugL,0.5
S98_02818,24.405/91.858,44,Sylhet-Maulvibazar,As_ugL,47.1
S98_02819,24.404/91.846,67,Sylhet-Maulvibazar,As_ugL,7.3
S98_02820,24.315/91.843,23,Sylhet-Maulvibazar,As_ugL,0.5
S98_02821,24.354/91.846,44,Sylhet-Maulvibazar,As_ugL,13.8
S98_02822,24.321/91.855,69,Sylhet-Maulvibazar,As_ugL,0.5
S98_02823,24.278/91.864,46,Sylhet-Maulvibazar,As_ugL,18.4
S98_02824,24.356/91.858,41,Sylhet-Maulvibazar,As_ugL,8.7
S98_02825,24.518/91.976,59,Sylhet-Maulvibazar,As_ugL,17.6
S98_02826,24.566/91.978,49,Sylhet-Maulvibazar,As_ugL,NA
S98_02827,24.502/92.03,26,Sylhet-Maulvibazar,As_ugL,7.4
S98_02828,24.502/92.03,64,Sylhet-Maulvibazar,As_ugL,32.2
S98_02829,24.528/92.038,59,Sylhet-Maulvibazar,As_ugL,39
S98_02830,24.459/92.152,39,Sylhet-Maulvibazar,As_ugL,0.5
S98_02831,24.487/92.144,34,Sylhet-Maulvibazar,As_ugL,0.5
S98_02832,24.59/92.118,33,Sylhet-Maulvibazar,As_ugL,2.2
S98_02833,24.562/92.162,23,Sylhet-Maulvibazar,As_ugL,0.5
S98_02834,24.84/91.768,30,Sylhet-Sylhet,As_ugL,0.5
S98_02835,24.814/91.759,90,Sylhet-Sylhet,As_ugL,2.7
S98_02836,24.859/91.731,92,Sylhet-Sylhet,As_ugL,2.1
S98_02837,24.79/91.661,99,Sylhet-Sylhet,As_ugL,29.9
S98_02838,24.784/91.713,108,Sylhet-Sylhet,As_ugL,23
S98_02839,24.916/91.722,105,Sylhet-Sylhet,As_ugL,10
S98_02840,24.878/92.37,47,Sylhet-Sylhet,As_ugL,0.5
S98_02841,24.891/92.373,39,Sylhet-Sylhet,As_ugL,29.3
S98_02842,24.944/92.385,46,Sylhet-Sylhet,As_ugL,50.8
S98_02843,24.577/91.689,100,Sylhet-Maulvibazar,As_ugL,74.5
S98_02844,24.484/91.682,100,Sylhet-Maulvibazar,As_ugL,58.5
S98_02845,24.486/91.633,34,Sylhet-Maulvibazar,As_ugL,23.7
S98_02846,24.461/91.65,67,Sylhet-Maulvibazar,As_ugL,27.6
S98_02847,24.49/91.75,84,Sylhet-Maulvibazar,As_ugL,11.5
S98_02848,24.412/91.758,48,Sylhet-Maulvibazar,As_ugL,3.8
S98_02849,24.485/91.767,72,Sylhet-Maulvibazar,As_ugL,4.5
S98_02850,24.519/91.779,72,Sylhet-Maulvibazar,As_ugL,56.9
S98_02851,24.484/91.781,46,Sylhet-Maulvibazar,As_ugL,1.1
S98_02852,24.605/91.85,39,Sylhet-Maulvibazar,As_ugL,7.3
S98_02853,24.556/91.853,57,Sylhet-Maulvibazar,As_ugL,25
S98_02854,24.622/91.929,46,Sylhet-Maulvibazar,As_ugL,1.5
S98_02855,24.597/91.903,52,Sylhet-Maulvibazar,As_ugL,0.6
S98_02856,24.517/91.897,59,Sylhet-Maulvibazar,As_ugL,0.5
S98_02857,24.482/91.894,57,Sylhet-Maulvibazar,As_ugL,0.5
S98_02858,24.5/91.815,37,Sylhet-Maulvibazar,As_ugL,0.5
S98_02859,24.705/91.802,62,Sylhet-Sylhet,As_ugL,10.1
S98_02860,24.712/91.799,148,Sylhet-Sylhet,As_ugL,17.1
S98_02861,24.632/91.688,137,Sylhet-Sylhet,As_ugL,157
S98_02862,24.67/91.749,59,Sylhet-Sylhet,As_ugL,71.9
S98_02863,24.719/91.695,251,Sylhet-Sylhet,As_ugL,29.8
S98_02864,24.718/91.695,60,Sylhet-Sylhet,As_ugL,19.4
S98_02865,24.75/91.829,65,Sylhet-Sylhet,As_ugL,26.8
S98_02866,24.754/91.786,72,Sylhet-Sylhet,As_ugL,24.1
S98_02867,24.797/92.12,54,Sylhet-Sylhet,As_ugL,1.6
S98_02868,24.812/92.181,30,Sylhet-Sylhet,As_ugL,0.5
S98_02869,24.31/91.741,42,Sylhet-Maulvibazar,As_ugL,3.1
S98_02870,24.259/91.737,36,Sylhet-Maulvibazar,As_ugL,0.5
S98_02871,24.211/91.696,31,Sylhet-Maulvibazar,As_ugL,3.7
S98_02872,24.271/91.646,48,Sylhet-Maulvibazar,As_ugL,4.2
S98_02873,24.4/91.637,29,Sylhet-Maulvibazar,As_ugL,9.5
S98_02874,24.3/91.666,59,Sylhet-Maulvibazar,As_ugL,21.4
S98_02875,24.373/91.751,41,Sylhet-Maulvibazar,As_ugL,14.6
S98_02876,24.69/92.188,157,Sylhet-Maulvibazar,As_ugL,1.8
S98_02877,24.793/92.241,23,Sylhet-Maulvibazar,As_ugL,0.5
S98_02878,24.739/92.208,42,Sylhet-Maulvibazar,As_ugL,1.5
S98_02879,24.749/92.143,59,Sylhet-Maulvibazar,As_ugL,0.5
S98_02880,24.667/92.192,83,Sylhet-Maulvibazar,As_ugL,2.5
S98_02881,24.655/92.148,61,Sylhet-Maulvibazar,As_ugL,18.4
S98_02882,24.573/92.167,47,Sylhet-Maulvibazar,As_ugL,1.7
S98_02883,24.697/91.943,72,Sylhet-Sylhet,As_ugL,0.5
S98_02884,24.684/91.983,31,Sylhet-Sylhet,As_ugL,0.5
S98_02885,24.656/91.987,64,Sylhet-Sylhet,As_ugL,0.5
S98_02886,24.665/91.944,40,Sylhet-Sylhet,As_ugL,0.5
S98_02887,24.741/91.926,49,Sylhet-Sylhet,As_ugL,12.4
S98_02888,24.792/92.034,46,Sylhet-Sylhet,As_ugL,0.5
S98_02889,24.754/92.022,33,Sylhet-Sylhet,As_ugL,0.5
S98_02890,24.8/91.985,49,Sylhet-Sylhet,As_ugL,0.5
S98_02891,24.815/91.971,82,Sylhet-Sylhet,As_ugL,2.7
S98_02892,24.848/91.936,87,Sylhet-Sylhet,As_ugL,5.9
S98_02893,24.848/92.023,180,Sylhet-Sylhet,As_ugL,4.6
S98_02894,24.848/92.023,29,Sylhet-Sylhet,As_ugL,4.8
S98_02895,25.044/92.2,71,Sylhet-Sylhet,As_ugL,50.1
S98_02896,24.908/92.129,45,Sylhet-Sylhet,As_ugL,5.5
S98_02897,24.912/92.139,45,Sylhet-Sylhet,As_ugL,5
S98_02898,24.99/92.348,62,Sylhet-Sylhet,As_ugL,11
S98_02899,24.995/92.271,52,Sylhet-Sylhet,As_ugL,35.8
S98_02900,25.108/91.762,11,Sylhet-Sylhet,As_ugL,8.6
S98_02901,25.108/91.761,71,Sylhet-Sylhet,As_ugL,24.7
S98_02902,25.044/91.804,50,Sylhet-Sylhet,As_ugL,24.8
S98_02903,24.944/92.442,46,Sylhet-Sylhet,As_ugL,83.3
S98_02904,24.892/92.485,46,Sylhet-Sylhet,As_ugL,0.5
S98_02905,24.874/92.436,53,Sylhet-Sylhet,As_ugL,35.7
S98_02906,24.94/92.23,48,Sylhet-Sylhet,As_ugL,3.3
S98_02907,25.134/91.95,65,Sylhet-Sylhet,As_ugL,58
S98_02908,25.043/91.988,66,Sylhet-Sylhet,As_ugL,20.2
S98_02909,24.996/91.992,20,Sylhet-Sylhet,As_ugL,6.2
S98_02910,24.926/91.494,127,Sylhet-Sunamganj,As_ugL,60.7
S98_02911,24.887/91.479,150,Sylhet-Sunamganj,As_ugL,36
S98_02912,24.916/91.428,97,Sylhet-Sunamganj,As_ugL,55.9
S98_02913,24.922/91.411,136,Sylhet-Sunamganj,As_ugL,51.7
S98_02914,24.876/91.351,136,Sylhet-Sunamganj,As_ugL,44.4
S98_02915,24.978/91.368,115,Sylhet-Sunamganj,As_ugL,27.2
S98_02916,25.093/91.428,114,Sylhet-Sunamganj,As_ugL,32.8
S98_02917,24.939/91.685,153,Sylhet-Sunamganj,As_ugL,15.9
S98_02918,24.999/91.664,177,Sylhet-Sunamganj,As_ugL,8.2
S98_02919,24.927/91.692,119,Sylhet-Sunamganj,As_ugL,24.3
S98_02920,24.796/92.166,14,Sylhet-Sylhet,As_ugL,0.5
S98_02921,24.855/92.185,19,Sylhet-Sylhet,As_ugL,5.2
S98_02922,24.88/92.214,51,Sylhet-Sylhet,As_ugL,51.9
S98_02923,24.898/92.14,63,Sylhet-Sylhet,As_ugL,0.5
S98_02924,25.155/92.021,15,Sylhet-Sylhet,As_ugL,0.5
S98_02925,25.156/92.108,13,Sylhet-Sylhet,As_ugL,14.3
S98_02926,25.092/92.107,18,Sylhet-Sylhet,As_ugL,19
S98_02927,25.064/92.116,39,Sylhet-Sylhet,As_ugL,6.7
S98_02928,25.065/92.151,44,Sylhet-Sylhet,As_ugL,1.5
S98_02929,24.91/91.77,54,Sylhet-Sylhet,As_ugL,9.2
S98_02930,24.923/91.876,60,Sylhet-Sylhet,As_ugL,0.5
S98_02931,24.919/91.961,79,Sylhet-Sylhet,As_ugL,7.1
S98_02932,24.89/91.892,64,Sylhet-Sylhet,As_ugL,0.5
S98_02933,24.87/91.914,62,Sylhet-Sylhet,As_ugL,0.5
S98_02934,24.802/91.915,94,Sylhet-Sylhet,As_ugL,29.7
S98_02935,24.814/91.864,52,Sylhet-Sylhet,As_ugL,0.5
S98_02936,24.804/91.547,151,Sylhet-Sunamganj,As_ugL,19.4
S98_02937,24.767/91.532,143,Sylhet-Sunamganj,As_ugL,15.8
S98_02938,24.753/91.571,115,Sylhet-Sunamganj,As_ugL,10.8
S98_02939,24.723/91.574,110,Sylhet-Sunamganj,As_ugL,1.9
S98_02940,24.77/91.555,139,Sylhet-Sunamganj,As_ugL,12.5
S98_02941,24.787/91.638,77,Sylhet-Sunamganj,As_ugL,33.8
S98_02942,24.791/91.664,98,Sylhet-Sunamganj,As_ugL,34.7
S98_02943,24.926/91.511,163,Sylhet-Sunamganj,As_ugL,58.7
S98_02944,24.942/91.589,123,Sylhet-Sunamganj,As_ugL,37.2
S98_02945,24.939/91.651,128,Sylhet-Sunamganj,As_ugL,28.1
S98_02946,25.077/91.779,72,Sylhet-Sylhet,As_ugL,70.3
S98_02947,24.992/91.853,29,Sylhet-Sylhet,As_ugL,0.5
S98_02948,25.064/91.87,69,Sylhet-Sylhet,As_ugL,61.4
S98_02949,24.092/91.581,51,Sylhet-Habiganj,As_ugL,1.3
S98_02950,24.15/91.55,45,Sylhet-Habiganj,As_ugL,0.5
S98_02951,24.258/91.536,36,Sylhet-Habiganj,As_ugL,34.2
S98_02952,24.271/91.476,76,Sylhet-Habiganj,As_ugL,33.3
S98_02953,24.269/91.479,51,Sylhet-Habiganj,As_ugL,20.3
S98_02954,24.193/91.431,41,Sylhet-Habiganj,As_ugL,0.5
S98_02955,24.142/91.487,45,Sylhet-Habiganj,As_ugL,0.5
S98_02956,24.306/91.3,72,Sylhet-Habiganj,As_ugL,1.6
S98_02957,24.286/91.26,59,Sylhet-Habiganj,As_ugL,39.6
S98_02958,24.261/91.254,60,Sylhet-Habiganj,As_ugL,10.6
S98_02959,24.274/91.283,47,Sylhet-Habiganj,As_ugL,0.5
S98_02960,24.298/91.518,50,Sylhet-Habiganj,As_ugL,19.1
S98_02961,24.369/91.572,55,Sylhet-Habiganj,As_ugL,0.5
S98_02962,24.363/91.523,51,Sylhet-Habiganj,As_ugL,16
S98_02963,24.098/91.289,98,Sylhet-Habiganj,As_ugL,0.5
S98_02964,24.105/91.273,46,Sylhet-Habiganj,As_ugL,11
S98_02965,24.048/91.359,27,Sylhet-Habiganj,As_ugL,0.5
S98_02966,24.157/91.352,62,Sylhet-Habiganj,As_ugL,0.5
S98_02967,24.2/91.317,44,Sylhet-Habiganj,As_ugL,0.5
S98_02968,24.213/91.363,41,Sylhet-Habiganj,As_ugL,0.5
S98_02969,24.355/91.447,44,Sylhet-Habiganj,As_ugL,17.3
S98_02970,24.307/91.432,56,Sylhet-Habiganj,As_ugL,8.1
S98_02971,24.275/91.364,51,Sylhet-Habiganj,As_ugL,0.5
S98_02972,24.303/91.45,35,Sylhet-Habiganj,As_ugL,18.7
S98_02973,24.351/91.369,45,Sylhet-Habiganj,As_ugL,0.5
S98_02974,24.383/91.413,139,Sylhet-Habiganj,As_ugL,2
S98_02975,24.378/91.414,46,Sylhet-Habiganj,As_ugL,1.8
S98_02976,24.575/91.513,66,Sylhet-Habiganj,As_ugL,10.7
S98_02977,24.628/91.541,54,Sylhet-Habiganj,As_ugL,25.6
S98_02978,24.612/91.629,49,Sylhet-Habiganj,As_ugL,4.4
S98_02979,24.572/91.603,38,Sylhet-Habiganj,As_ugL,0.5
S98_02980,24.469/91.574,39,Sylhet-Habiganj,As_ugL,0.5
S98_02981,24.542/91.56,50,Sylhet-Habiganj,As_ugL,6.7
S98_02982,24.489/91.474,64,Sylhet-Habiganj,As_ugL,12.1
S98_02983,24.088/91.098,59,Chittagong-Brahamanbaria,As_ugL,0.5
S98_02984,24.072/91.11,43,Chittagong-Brahamanbaria,As_ugL,0.5
S98_02985,24.064/91.18,61,Chittagong-Brahamanbaria,As_ugL,2
S98_02986,24.05/91.176,31,Chittagong-Brahamanbaria,As_ugL,11.9
S98_02987,24.045/91.067,46,Chittagong-Brahamanbaria,As_ugL,316
S98_02988,23.708/91.139,26,Chittagong-Brahamanbaria,As_ugL,1.7
S98_02989,23.748/91.138,35,Chittagong-Brahamanbaria,As_ugL,0.5
S98_02990,23.77/91.071,34,Chittagong-Brahamanbaria,As_ugL,105
S98_02991,23.746/91.078,35,Chittagong-Brahamanbaria,As_ugL,24.7
S98_02992,23.791/91.175,20,Chittagong-Brahamanbaria,As_ugL,0.5
S98_02993,23.77/91.112,52,Chittagong-Brahamanbaria,As_ugL,0.5
S98_02994,23.811/91.125,35,Chittagong-Brahamanbaria,As_ugL,5.6
S98_02995,24.039/91.005,33,Chittagong-Brahamanbaria,As_ugL,382
S98_02996,23.985/90.979,33,Chittagong-Brahamanbaria,As_ugL,42.2
S98_02997,24.419/91.539,57,Sylhet-Habiganj,As_ugL,5.8
S98_02998,24.426/91.609,58,Sylhet-Habiganj,As_ugL,0.5
S98_02999,24.285/91.495,47,Sylhet-Habiganj,As_ugL,38.5
S98_03000,24.231/91.245,79,Chittagong-Brahamanbaria,As_ugL,0.8
S98_03001,24.216/91.223,51,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03002,24.164/91.229,47,Chittagong-Brahamanbaria,As_ugL,357
S98_03003,24.139/91.192,46,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03004,24.154/91.153,50,Chittagong-Brahamanbaria,As_ugL,0.8
S98_03005,23.895/91.228,37,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03006,23.808/91.204,36,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03007,23.84/91.153,74,Chittagong-Brahamanbaria,As_ugL,110
S98_03008,23.836/91.198,39,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03009,23.838/91.238,34,Chittagong-Brahamanbaria,As_ugL,5.8
S98_03010,23.865/91.214,82,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03011,23.98/91.111,190,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03012,24.04/91.143,51,Chittagong-Brahamanbaria,As_ugL,31.5
S98_03013,24.071/91.26,28,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03014,23.971/91.264,13,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03015,23.945/91.214,23,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03016,24.024/91.09,43,Chittagong-Brahamanbaria,As_ugL,68.4
S98_03017,23.924/91.117,40,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03018,23.866/91.149,43,Chittagong-Brahamanbaria,As_ugL,230
S98_03019,23.904/91.22,28,Chittagong-Brahamanbaria,As_ugL,0.5
S98_03020,23.468/90.333,66,Dhaka-Munshiganj,As_ugL,87.6
S98_03021,23.481/90.367,43,Dhaka-Munshiganj,As_ugL,318
S98_03022,23.468/90.321,46,Dhaka-Munshiganj,As_ugL,274
S98_03023,23.478/90.305,56,Dhaka-Munshiganj,As_ugL,111
S98_03024,23.473/90.279,46,Dhaka-Munshiganj,As_ugL,347
S98_03025,23.474/90.256,58,Dhaka-Munshiganj,As_ugL,192
S98_03026,23.544/90.624,27,Dhaka-Munshiganj,As_ugL,293
S98_03027,23.56/90.653,23,Dhaka-Munshiganj,As_ugL,188
S98_03028,23.54/90.673,24,Dhaka-Munshiganj,As_ugL,47.9
S98_03029,23.594/90.63,21,Dhaka-Munshiganj,As_ugL,312
S98_03030,23.588/90.6,54,Dhaka-Munshiganj,As_ugL,224
S98_03031,23.572/90.374,108,Dhaka-Munshiganj,As_ugL,14.3
S98_03032,23.543/90.389,52,Dhaka-Munshiganj,As_ugL,501
S98_03033,23.556/90.428,77,Dhaka-Munshiganj,As_ugL,253
S98_03034,23.571/90.424,50,Dhaka-Munshiganj,As_ugL,458
S98_03035,23.603/90.359,55,Dhaka-Munshiganj,As_ugL,218
S98_03036,23.627/90.312,51,Dhaka-Munshiganj,As_ugL,187
S98_03037,23.614/90.335,79,Dhaka-Munshiganj,As_ugL,129
S98_03038,23.688/90.557,44,Dhaka-Narayanganj,As_ugL,0.5
S98_03039,23.661/90.569,54,Dhaka-Narayanganj,As_ugL,1.4
S98_03040,23.545/90.499,53,Dhaka-Munshiganj,As_ugL,4.5
S98_03041,23.519/90.505,41,Dhaka-Munshiganj,As_ugL,56.3
S98_03042,23.524/90.514,56,Dhaka-Munshiganj,As_ugL,11.7
S98_03043,23.488/90.511,86,Dhaka-Munshiganj,As_ugL,57.6
S98_03044,23.565/90.518,76,Dhaka-Munshiganj,As_ugL,11.7
S98_03045,23.521/90.209,60,Dhaka-Munshiganj,As_ugL,143
S98_03046,23.519/90.257,70,Dhaka-Munshiganj,As_ugL,475
S98_03047,23.539/90.289,56,Dhaka-Munshiganj,As_ugL,193
S98_03048,23.516/90.287,39,Dhaka-Munshiganj,As_ugL,319
S98_03049,23.546/90.337,56,Dhaka-Munshiganj,As_ugL,517
S98_03050,23.576/90.307,56,Dhaka-Munshiganj,As_ugL,130
S98_03051,23.596/90.272,60,Dhaka-Munshiganj,As_ugL,167
S98_03052,23.519/90.443,51,Dhaka-Munshiganj,As_ugL,292
S98_03053,23.501/90.438,52,Dhaka-Munshiganj,As_ugL,216
S98_03054,23.505/90.468,51,Dhaka-Munshiganj,As_ugL,226
S98_03055,23.474/90.456,20,Dhaka-Munshiganj,As_ugL,212
S98_03056,23.489/90.469,51,Dhaka-Munshiganj,As_ugL,70.2
S98_03057,23.429/90.493,26,Dhaka-Munshiganj,As_ugL,76.1
S98_03058,23.441/90.491,26,Dhaka-Munshiganj,As_ugL,76.8
S98_03059,23.472/90.501,51,Dhaka-Munshiganj,As_ugL,108
S98_03060,23.542/90.533,125,Dhaka-Munshiganj,As_ugL,2.4
S98_03061,23.542/90.532,85,Dhaka-Munshiganj,As_ugL,5.9
S98_03062,22.969/89.477,77,Khulna-Khulna,As_ugL,259
S98_03063,22.984/89.446,49,Khulna-Khulna,As_ugL,97.3
S98_03064,22.989/89.462,54,Khulna-Khulna,As_ugL,0.5
S98_03065,22.953/89.434,340,Khulna-Khulna,As_ugL,0.5
S98_03066,22.981/89.456,55,Khulna-Khulna,As_ugL,0.5
S98_03067,22.944/89.478,54,Khulna-Khulna,As_ugL,0.5
S98_03068,22.912/89.499,54,Khulna-Khulna,As_ugL,0.5
S98_03069,22.633/89.52,21,Khulna-Khulna,As_ugL,0.5
S98_03070,22.672/89.53,331,Khulna-Khulna,As_ugL,0.5
S98_03071,22.756/89.527,143,Khulna-Khulna,As_ugL,0.5
S98_03072,22.716/89.581,26,Khulna-Khulna,As_ugL,538
S98_03073,22.689/89.571,54,Khulna-Khulna,As_ugL,0.5
S98_03074,22.717/89.581,305,Khulna-Khulna,As_ugL,0.5
S98_03075,22.567/89.322,51,Khulna-Khulna,As_ugL,68
S98_03076,22.617/89.317,22,Khulna-Khulna,As_ugL,8.7
S98_03077,22.624/89.304,50,Khulna-Khulna,As_ugL,97
S98_03078,22.659/89.334,45,Khulna-Khulna,As_ugL,3.9
S98_03079,22.71/89.306,41,Khulna-Khulna,As_ugL,88.3
S98_03080,22.809/89.398,295,Khulna-Khulna,As_ugL,0.8
S98_03081,22.788/89.578,180,Khulna-Khulna,As_ugL,0.5
S98_03082,22.816/89.568,323,Khulna-Khulna,As_ugL,0.5
S98_03083,22.816/89.567,74,Khulna-Khulna,As_ugL,46.8
S98_03084,22.799/89.538,323,Khulna-Khulna,As_ugL,0.5
S98_03085,22.743/89.552,312,Khulna-Khulna,As_ugL,0.5
S98_03086,22.826/89.011,43,Khulna-Satkhira,As_ugL,501
S98_03087,22.918/89.601,271,Khulna-Khulna,As_ugL,2.9
S98_03088,22.915/89.625,22,Khulna-Khulna,As_ugL,18.6
S98_03089,22.9/89.656,21,Khulna-Khulna,As_ugL,36.8
S98_03090,22.87/89.634,24,Khulna-Khulna,As_ugL,109
S98_03091,22.887/89.6,71,Khulna-Khulna,As_ugL,0.5
S98_03092,22.587/89.518,33,Khulna-Khulna,As_ugL,15.8
S98_03093,22.63/89.515,40,Khulna-Khulna,As_ugL,0.5
S98_03094,22.8/89.643,30,Khulna-Khulna,As_ugL,39.5
S98_03095,22.812/89.645,69,Khulna-Khulna,As_ugL,55.9
S98_03096,22.813/89.644,295,Khulna-Khulna,As_ugL,1
S98_03097,22.797/89.589,308,Khulna-Khulna,As_ugL,0.5
S98_03098,22.797/89.589,75,Khulna-Khulna,As_ugL,87.4
S98_03099,22.84/89.559,54,Khulna-Khulna,As_ugL,0.5
S98_03100,22.826/89.575,62,Khulna-Khulna,As_ugL,137
S98_03101,22.84/89.584,322,Khulna-Khulna,As_ugL,3.8
S98_03102,22.83/89.606,67,Khulna-Khulna,As_ugL,18.7
S98_03103,22.865/89.545,92,Khulna-Khulna,As_ugL,0.5
S98_03104,22.862/89.525,344,Khulna-Khulna,As_ugL,0.9
S98_03105,22.862/89.525,65,Khulna-Khulna,As_ugL,0.5
S98_03106,22.864/89.532,91,Khulna-Khulna,As_ugL,0.5
S98_03107,22.831/89.543,308,Khulna-Khulna,As_ugL,1.7
S98_03108,22.811/89.555,310,Khulna-Khulna,As_ugL,0.5
S98_03109,22.837/89.531,74,Khulna-Khulna,As_ugL,0.5
S98_03110,22.628/89.122,12,Khulna-Satkhira,As_ugL,40.1
S98_03111,22.685/89.122,223,Khulna-Satkhira,As_ugL,108
S98_03112,22.711/89.107,23,Khulna-Satkhira,As_ugL,72.9
S98_03113,22.887/89.535,55,Khulna-Khulna,As_ugL,168
S98_03114,22.862/89.556,56,Khulna-Khulna,As_ugL,0.5
S98_03115,22.918/89.569,53,Khulna-Khulna,As_ugL,0.9
S98_03116,22.959/89.556,59,Khulna-Khulna,As_ugL,0.5
S98_03117,22.896/89.508,61,Khulna-Khulna,As_ugL,39.4
S98_03118,22.819/89.421,279,Khulna-Khulna,As_ugL,2.8
S98_03119,22.753/89.419,44,Khulna-Khulna,As_ugL,33.8
S98_03120,22.698/89.434,43,Khulna-Khulna,As_ugL,36.2
S98_03121,22.825/89.274,53,Khulna-Khulna,As_ugL,65.7
S98_03122,22.823/89.331,20,Khulna-Khulna,As_ugL,39.6
S98_03123,22.856/89.359,184,Khulna-Khulna,As_ugL,0.9
S98_03124,22.861/89.422,54,Khulna-Khulna,As_ugL,1.1
S98_03125,22.778/89.706,276,Khulna-Bagerhat,As_ugL,0.8
S98_03126,22.672/89.618,16,Khulna-Bagerhat,As_ugL,127
S98_03127,22.709/89.635,23,Khulna-Bagerhat,As_ugL,15
S98_03128,22.739/89.652,31,Khulna-Bagerhat,As_ugL,453
S98_03129,22.751/89.714,16,Khulna-Bagerhat,As_ugL,571
S98_03130,22.78/89.726,36,Khulna-Bagerhat,As_ugL,355
S98_03131,22.883/89.518,39,Khulna-Khulna,As_ugL,0.5
S98_03132,22.889/89.506,69,Khulna-Khulna,As_ugL,3
S98_03133,22.862/89.542,54,Khulna-Khulna,As_ugL,1.7
S98_03134,22.866/89.541,246,Khulna-Khulna,As_ugL,0.5
S98_03135,22.855/89.542,39,Khulna-Khulna,As_ugL,39
S98_03136,22.865/89.525,49,Khulna-Khulna,As_ugL,62.8
S98_03137,22.483/89.011,20,Khulna-Satkhira,As_ugL,24.5
S98_03138,22.455/89.028,11,Khulna-Satkhira,As_ugL,5.1
S98_03139,22.392/89.015,24,Khulna-Satkhira,As_ugL,15.4
S98_03140,22.393/88.998,236,Khulna-Satkhira,As_ugL,0.7
S98_03141,22.376/89.031,15,Khulna-Satkhira,As_ugL,18.5
S98_03142,22.435/89.095,20,Khulna-Satkhira,As_ugL,2
S98_03143,22.49/89.059,10,Khulna-Satkhira,As_ugL,24
S98_03144,22.608/89.001,262,Khulna-Satkhira,As_ugL,3.5
S98_03145,22.607/88.999,44,Khulna-Satkhira,As_ugL,221
S98_03146,22.558/89.007,35,Khulna-Satkhira,As_ugL,192
S98_03147,22.564/88.981,26,Khulna-Satkhira,As_ugL,73.5
S98_03148,22.576/88.965,31,Khulna-Satkhira,As_ugL,58.7
S98_03149,22.605/88.961,45,Khulna-Satkhira,As_ugL,315
S98_03150,22.902/89.768,279,Khulna-Bagerhat,As_ugL,0.5
S98_03151,22.902/89.768,18,Khulna-Bagerhat,As_ugL,317
S98_03152,22.927/89.81,25,Khulna-Bagerhat,As_ugL,103
S98_03153,22.898/89.81,18,Khulna-Bagerhat,As_ugL,128
S98_03154,22.855/89.819,21,Khulna-Bagerhat,As_ugL,46.9
S98_03155,22.869/89.748,23,Khulna-Bagerhat,As_ugL,252
S98_03156,22.575/89.659,24,Khulna-Bagerhat,As_ugL,148
S98_03157,22.575/89.659,276,Khulna-Bagerhat,As_ugL,3.2
S98_03158,22.579/89.665,14,Khulna-Bagerhat,As_ugL,129
S98_03159,22.597/89.641,15,Khulna-Bagerhat,As_ugL,37.6
S98_03160,22.629/89.61,22,Khulna-Bagerhat,As_ugL,424
S98_03161,22.677/89.652,24,Khulna-Bagerhat,As_ugL,472
S98_03162,22.642/89.643,23,Khulna-Bagerhat,As_ugL,339
S98_03163,23.374/89.369,46,Khulna-Magura,As_ugL,216
S98_03164,23.411/89.292,49,Khulna-Magura,As_ugL,49.5
S98_03165,23.375/89.308,56,Khulna-Magura,As_ugL,0.5
S98_03166,23.329/89.345,49,Khulna-Magura,As_ugL,64.7
S98_03167,23.301/89.402,55,Khulna-Magura,As_ugL,0.5
