C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Pb
C-352779,7060,AZ,33.8263,-109.4923,06/30/10,Forested Upland,Evergreen Forest,84-111,30.6
C-351630,7095,AZ,32.8427,-113.4354,07/09/10,Shrubland,Shrubland,85-101,15
C-346853,7343,AZ,36.9501,-113.7958,07/26/10,Shrubland,Shrubland,80-100,8.1
C-352780,7380,AZ,34.5154,-109.7206,07/01/10,Shrubland,Shrubland,65-73,19.4
C-352781,7444,AZ,31.843,-110.96,06/23/10,Shrubland,Shrubland,31-43,29.9
C-352782,7599,AZ,34.9623,-112.1353,07/16/10,Shrubland,Shrubland,41-59,17
C-339019,7607,AZ,34.7421,-111.7904,04/25/09,Shrubland,Shrubland,37-41,12.9
C-352783,7636,AZ,32.788,-109.7726,06/29/10,Shrubland,Shrubland,47-56,18
C-339020,7643,AZ,36.0181,-111.1126,04/20/09,Shrubland,Shrubland,42-59,8.9
C-346849,7855,AZ,36.991,-112.867,07/26/10,Shrubland,Shrubland,32-40,6.8
C-351631,7863,AZ,32.5669,-111.758,06/25/10,Shrubland,Shrubland,79-96,22.5
C-339021,7899,AZ,35.3809,-109.0848,04/19/09,Shrubland,Shrubland,99-116,12.9
C-351632,7927,AZ,32.5386,-114.5792,07/09/10,Shrubland,Shrubland,87-110,10.6
C-352784,8084,AZ,33.0267,-109.2619,06/29/10,Shrubland,Shrubland,45-56,25.7
C-346868,8119,AZ,34.4796,-114.2055,07/21/10,Shrubland,Shrubland,26-36,21.7
C-352785,8367,AZ,35.2804,-112.9266,07/18/10,Shrubland,Shrubland,75-89,6.4
C-352786,8439,AZ,34.7547,-113.0005,07/16/10,Shrubland,Shrubland,82-100,20
C-346852,8623,AZ,36.1319,-113.596,07/26/10,Forested Upland,Mixed Forest,79-99,17.7
C-339022,8660,AZ,34.691,-111.1113,04/25/09,Forested Upland,Evergreen Forest,39-50,17.7
C-352787,8715,AZ,31.9927,-112.8047,07/08/10,Shrubland,Shrubland,43-53,13.5
C-352790,8724,AZ,32.338,-110.9103,06/25/10,Shrubland,Shrubland,24-34,23.3
C-352791,8879,AZ,35.2101,-112.6237,07/18/10,Shrubland,Shrubland,90-106,7.8
C-351633,8887,AZ,33.8607,-111.7032,07/14/10,Shrubland,Shrubland,80-90,23.9
C-352792,8916,AZ,33.8129,-110.9766,07/03/10,Forested Upland,Mixed Forest,85-103,4.6
C-351634,9143,AZ,32.8742,-113.2115,07/09/10,Barren,Bare Rock/Sand/Clay,80-101,11.8
C-339023,9179,AZ,36.5904,-110.8902,04/21/09,Shrubland,Shrubland,96-110,10
C-339025,9259,AZ,36.806,-109.8851,04/22/09,Shrubland,Shrubland,86-102,12.3
C-346861,9391,AZ,35.5266,-114.2558,07/19/10,Shrubland,Shrubland,57-67,21.1
C-352793,9428,AZ,34.9521,-109.5407,07/01/10,Shrubland,Shrubland,77-96,9.3
C-352794,9463,AZ,34.1119,-112.936,07/13/10,Shrubland,Shrubland,88-106,20.9
C-346856,9647,AZ,36.5851,-114.0121,07/26/10,Shrubland,Shrubland,40-52,15.3
C-352795,9655,AZ,34.3397,-112.6308,07/13/10,Shrubland,Shrubland,72-84,17.4
C-352796,9684,AZ,34.6263,-110.1347,07/02/10,Shrubland,Shrubland,63-87,10.3
C-339026,9691,AZ,36.0281,-110.6989,04/23/09,Shrubland,Shrubland,65-83,15.2
C-352797,9739,AZ,32.0159,-112.7117,07/08/10,Shrubland,Shrubland,35-47,18.1
C-352799,9748,AZ,31.7115,-109.0705,06/22/10,Shrubland,Shrubland,65-86,25.3
C-346848,9903,AZ,36.4074,-112.8179,07/25/10,Shrubland,Shrubland,60-67,12.2
C-351636,9911,AZ,32.8452,-112.3169,07/06/10,Shrubland,Shrubland,85-107,13.8
C-352800,9940,AZ,34.2356,-110.1026,06/30/10,Forested Upland,Mixed Forest,75-92,14.7
C-339027,9947,AZ,35.7967,-109.9901,04/19/09,Shrubland,Shrubland,80-98,16.1
C-352801,10004,AZ,31.37,-110.813,06/23/10,Shrubland,Shrubland,79-100,12.6
C-351637,10167,AZ,33.4253,-113.6978,07/11/10,Shrubland,Shrubland,55-66,7.4
C-352802,10315,AZ,32.1853,-112.9212,07/08/10,Shrubland,Shrubland,83-102,15.8
C-346866,10415,AZ,34.8548,-114.0205,07/21/10,Shrubland,Shrubland,51-57,23.6
C-352803,10452,AZ,34.5213,-109.2721,07/01/10,Shrubland,Shrubland,85-101,20.3
C-352804,10516,AZ,31.8496,-109.9778,06/23/10,Shrubland,Shrubland,30-41,27.7
C-346869,10671,AZ,35.4388,-112.6087,07/21/10,Forested Upland,Mixed Forest,38-55,16.9
C-351638,10679,AZ,33.9743,-112.1108,07/14/10,Shrubland,Shrubland,35-43,18.6
C-352805,10708,AZ,34.1524,-109.8926,06/30/10,Forested Upland,Mixed Forest,65-83,19.1
C-339028,10715,AZ,35.4628,-110.3788,04/19/09,Shrubland,Shrubland,97-116,11.2
C-351639,10763,AZ,32.5284,-111.4498,06/25/10,Shrubland,Shrubland,20-34,23.8
C-346845,10927,AZ,36.9415,-112.0597,07/24/10,Shrubland,Shrubland,87-111,9.4
C-351640,10935,AZ,33.3086,-111.2474,06/17/10,Shrubland,Shrubland,50-75,32.8
C-339029,10971,AZ,35.5663,-109.3863,04/19/09,Shrubland,Shrubland,85-92,11.4
C-352806,11156,AZ,34.0074,-109.4851,06/30/10,Forested Upland,Mixed Forest,81-97,8.2
N.S.,11191,AZ,33.279,-113.0388,07/05/10,Shrubland,Shrubland,N.S.,
C-339030,11227,AZ,36.893,-111.4045,04/21/09,Shrubland,Shrubland,96-117,6
C-352808,11476,AZ,34.5013,-109.4319,07/01/10,Shrubland,Shrubland,82-97,17.7
C-352809,11531,AZ,31.6078,-111.2356,06/24/10,Shrubland,Shrubland,63-76,19.3
C-352810,11540,AZ,31.7787,-110.6447,06/23/10,Herbaceous Upland,Grasslands/Herbaceous,78-94,24.7
C-346842,11695,AZ,35.92,-111.7448,07/24/10,Shrubland,Shrubland,37-48,9.8
C-352811,11703,AZ,34.4146,-111.789,07/15/10,Shrubland,Shrubland,79-102,5.4
C-351641,11732,AZ,32.9058,-110.4145,06/28/10,Forested Upland,Deciduous Forest,40-52,36.5
C-339031,11739,AZ,35.6719,-110.9637,04/20/09,Shrubland,Shrubland,102-120,11.5
C-346844,11951,AZ,36.6077,-111.8499,07/24/10,Shrubland,Shrubland,22-33,3.6
C-351642,11959,AZ,32.8869,-111.5453,07/06/10,Shrubland,Shrubland,83-102,19.7
C-351644,12023,AZ,33.0139,-114.232,07/10/10,Shrubland,Shrubland,39-46,33
C-346841,12143,AZ,35.9776,-112.8662,07/22/10,Shrubland,Shrubland,40-54,13.9
C-352812,12363,AZ,32.2339,-112.9053,07/08/10,Shrubland,Shrubland,80-98,16.7
C-352813,12463,AZ,34.8974,-112.9364,07/16/10,Forested Upland,Mixed Forest,82-104,26.6
C-352814,12535,AZ,34.3957,-112.954,07/13/10,Shrubland,Shrubland,55-66,37.8
C-346850,12719,AZ,36.441,-113.5953,07/26/10,Shrubland,Shrubland,36-45,12.1
C-352815,12756,AZ,34.4976,-110.9691,07/03/10,Forested Upland,Evergreen Forest,22-33,8.7
C-351645,12811,AZ,32.4501,-111.745,06/25/10,Planted/Cultivated,Fallow,80-100,24.4
C-351646,12820,AZ,32.5754,-110.5214,06/27/10,Shrubland,Shrubland,66-82,21.8
C-352816,12975,AZ,35.2626,-112.4258,07/18/10,Shrubland,Shrubland,69-82,11.5
C-351647,12983,AZ,33.0738,-111.9797,07/06/10,Planted/Cultivated,Fallow,87-106,18.6
C-339032,13012,AZ,33.4773,-110.851,04/27/09,Shrubland,Shrubland,80-92,78.7
C-358652,31,CA,35.608,-117.924,06/18/10,Barren,Transitional,30-42,14.5
C-358653,95,CA,40.3125,-123.4438,07/17/10,Forested Upland,Mixed Forest,30-40,10.5
C-343279,111,CA,34.67,-114.631,06/05/10,Shrubland,Shrubland,63-77,19.2
C-358654,207,CA,38.006,-119.154,07/01/10,Shrubland,Shrubland,38-43,35.2
C-358655,223,CA,40.485,-121.6317,07/23/10,Forested Upland,Evergreen Forest,30-40,12.6
C-358656,287,CA,35.017,-117.349,06/13/10,Shrubland,Shrubland,81-106,16.8
C-358657,351,CA,41.569,-124.0546,07/28/10,Forested Upland,Mixed Forest,85-105,13.7
C-358658,415,CA,38.674,-119.666,07/09/10,Herbaceous Upland,Grasslands/Herbaceous,15-30,27.3
C-358460,439,CA,33.501,-117.6508,06/02/10,Planted/Cultivated,Urban/Recreational Grasses,50-75,15.8
C-358659,463,CA,36.634,-117.657,06/29/10,Barren,Transitional,17-26,14.1
C-358661,503,CA,34.371,-114.52,06/07/10,Barren,Transitional,47-64,15.7
C-358662,543,CA,36.23,-120.571,06/25/10,Planted/Cultivated,Urban/Recreational Grasses,88-98,12.9
C-358663,559,CA,35.203,-117.052,06/13/10,Herbaceous Upland,Grasslands/Herbaceous,43-52,11
C-358664,607,CA,38.9538,-121.7548,07/14/10,Planted/Cultivated,Row Crops,86-108,13.2
C-358665,719,CA,36.72,-119.398,07/03/10,Herbaceous Upland,Grasslands/Herbaceous,23-30,6.9
C-343284,759,CA,33.7111,-115.8067,06/03/10,Barren,Transitional,14-45,20.7
C-358666,799,CA,37.817,-121.173,07/08/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,84-103,19.5
C-358667,863,CA,40.226,-122.4422,07/19/10,Herbaceous Upland,Grasslands/Herbaceous,40-50,16.1
C-358668,911,CA,37.7711,-120.8518,07/08/10,Planted/Cultivated,Urban/Recreational Grasses,82-106,18.3
C-358669,975,CA,34.1391,-118.6026,06/11/10,Shrubland,Shrubland,84-100,16.5
C-358671,1055,CA,36.219,-118.814,06/28/10,Planted/Cultivated,Urban/Recreational Grasses,44-55,12.8
C-358672,1119,CA,40.5185,-124.0078,07/17/10,Forested Upland,Mixed Forest,15-31,15.3
C-358673,1135,CA,35.153,-115.027,06/08/10,Shrubland,Shrubland,80-103,23.7
C-358674,1231,CA,37.5959,-118.3352,06/30/10,Barren,Transitional,30-50,14.8
C-358675,1247,CA,41.046,-120.452,07/24/10,Forested Upland,Evergreen Forest,20-25,14
C-358676,1311,CA,35.4011,-120.508,06/24/10,Forested Upland,Deciduous Forest,64-80,15.5
C-358677,1375,CA,41.76,-122.65,07/27/10,Forested Upland,Mixed Forest,30-40,1.9
C-358678,1439,CA,39.6926,-120.6559,07/21/10,Forested Upland,Evergreen Forest,40-50,15.8
C-358681,1487,CA,36.998,-118.963,07/02/10,Forested Upland,Mixed Forest,86-103,21.4
C-343264,1527,CA,33.2324,-115.4306,06/01/10,Shrubland,Shrubland,50-67,11.1
C-358682,1567,CA,36.3364,-121.2118,06/23/10,Planted/Cultivated,Urban/Recreational Grasses,80-105,16
C-358683,1631,CA,40.036,-123.639,07/16/10,Forested Upland,Mixed Forest,84-106,10.7
C-358684,1743,CA,35.3084,-118.8592,06/19/10,Planted/Cultivated,Fallow,80-112,13.7
C-358685,1823,CA,40.996,-122.412,07/28/10,Forested Upland,Mixed Forest,22-38,7.4
C-358687,1839,CA,36.2153,-116.9411,06/16/10,Barren,Transitional,15-31,20
C-358688,1887,CA,39.8035,-121.4492,07/21/10,Forested Upland,Deciduous Forest,60-75,9.4
C-358689,1935,CA,38.278,-120.311,07/09/10,Forested Upland,Evergreen Forest,80-103,28.4
C-358690,1999,CA,34.572,-119.258,06/22/10,Herbaceous Upland,Grasslands/Herbaceous,10-28,33.4
C-358691,2079,CA,34.9717,-118.0225,06/13/10,Shrubland,Shrubland,92-117,15
C-343278,2159,CA,34.771,-114.983,06/05/10,Shrubland,Shrubland,80-98,22
C-358692,2207,CA,38.758,-120.658,07/10/10,Forested Upland,Evergreen Forest,80-95,23.6
C-358693,2255,CA,37.8168,-118.7068,07/01/10,Shrubland,Shrubland,86-95,29.8
C-358694,2335,CA,35.0493,-120.3036,06/22/10,Planted/Cultivated,Fallow,80-96,15
C-358695,2351,CA,34.8625,-115.8209,06/09/10,Barren,Transitional,10-20,15.9
C-358697,2399,CA,38.6329,-121.2743,07/13/10,Forested Upland,Mixed Forest,18-30,30
C-358698,2463,CA,39.5264,-121.2999,07/20/10,Forested Upland,Evergreen Forest,64-83,4.9
C-358699,2511,CA,36.1106,-120.1226,06/26/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,90-100,11.6
C-358461,2551,CA,33.2079,-116.4908,06/01/10,Shrubland,Shrubland,80-100,14.2
C-358700,2591,CA,37.234,-121.719,07/07/10,Herbaceous Upland,Grasslands/Herbaceous,32-40,4.6
C-358701,2655,CA,38.453,-122.8256,07/05/10,Planted/Cultivated,Fallow,79-93,10.5
C-358702,2767,CA,35.7319,-119.8198,06/26/10,Herbaceous Upland,Grasslands/Herbaceous,82-118,13.4
C-358462,2807,CA,32.9608,-114.6319,05/30/10,Barren,Transitional,10-15,19.3
C-358703,2847,CA,40.813,-123.303,07/19/10,Forested Upland,Evergreen Forest,30-40,22.2
C-358704,2863,CA,35.879,-117.1834,06/16/10,Barren,Transitional,92-111,18.9
C-358705,2911,CA,39.9129,-122.0845,07/20/10,Forested Upland,Mixed Forest,80-105,8.8
C-358706,2927,CA,36.5001,-117.6065,06/29/10,Shrubland,Shrubland,17-32,23.1
C-358707,2959,CA,37.7864,-119.8909,07/01/10,Forested Upland,Mixed Forest,93-110,12.1
C-358768,2975,CA,41.785,-121.82,07/27/10,Herbaceous Upland,Grasslands/Herbaceous,19-28,8.2
C-358769,3023,CA,34.501,-119.723,06/22/10,Forested Upland,Mixed Forest,80-106,21.2
C-358770,3103,CA,34.378,-118.403,06/12/10,Forested Upland,Mixed Forest,60-70,5.7
C-358771,3167,CA,41.8719,-123.1347,07/27/10,Forested Upland,Mixed Forest,79-101,3.3
C-358772,3231,CA,38.989,-121.134,07/12/10,Herbaceous Upland,Grasslands/Herbaceous,50-60,1.6
C-358463,3255,CA,33.65,-117.6009,06/02/10,Planted/Cultivated,Urban/Recreational Grasses,30-48,17.5
C-358773,3279,CA,37.1296,-118.1047,06/29/10,Shrubland,Shrubland,15-17,17
C-358774,3319,CA,34.4395,-115.5293,06/08/10,Barren,Transitional,75-85,17.1
C-358776,3359,CA,36.5709,-121.8552,06/25/10,Forested Upland,Mixed Forest,90-108,11.4
C-358777,3375,CA,34.311,-116.396,06/09/10,Shrubland,Shrubland,83-112,21.2
C-358778,3423,CA,39.0846,-122.3458,07/14/10,Herbaceous Upland,Grasslands/Herbaceous,62-70,11.3
C-358779,3487,CA,40.475,-120.575,07/22/10,Forested Upland,Evergreen Forest,30-55,8.8
C-358780,3535,CA,36.156,-119.3,06/26/10,Planted/Cultivated,Row Crops,40-59,12.6
C-358781,3575,CA,34.0819,-116.5979,06/10/10,Shrubland,Shrubland,19-43,17.8
C-358782,3615,CA,37.079,-120.964,07/07/10,Planted/Cultivated,Row Crops,78-97,11.1
C-358783,3679,CA,39.188,-122.043,07/14/10,Planted/Cultivated,Urban/Recreational Grasses,65-76,25
C-358785,3791,CA,35.667,-119.288,06/21/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,82-108,12
C-358786,3871,CA,40.648,-122.592,07/19/10,Forested Upland,Deciduous Forest,55-65,1.6
C-358787,3887,CA,35.091,-115.096,06/08/10,Shrubland,Shrubland,50-69,33.2
C-358788,3951,CA,37.0768,-117.4565,06/29/10,Barren,Transitional,10-24,17.3
C-358789,3999,CA,41.5112,-121.5968,07/24/10,Forested Upland,Evergreen Forest,27-46,12.2
C-358790,4047,CA,36.24,-118.059,06/28/10,Shrubland,Shrubland,22-36,25.7
C-358791,4127,CA,35.619,-117.37,06/17/10,Barren,Transitional,50-74,6.6
C-358792,4191,CA,40.467,-124.132,07/16/10,Herbaceous Upland,Grasslands/Herbaceous,65-79,13.1
C-343286,4207,CA,34.825,-114.806,06/05/10,Barren,Transitional,47-53,25.7
C-358793,4303,CA,38.4479,-119.4566,07/08/10,Forested Upland,Evergreen Forest,20-40,19.3
C-358794,4319,CA,41.745,-120.739,07/26/10,Forested Upland,Evergreen Forest,65-75,12.6
C-358710,4383,CA,34.806,-117.435,06/13/10,Barren,Transitional,80-102,11.4
C-358711,4447,CA,41.487,-123.514,07/28/10,Forested Upland,Mixed Forest,70-80,2.2
C-358712,4511,CA,38.714,-120.2288,07/10/10,Forested Upland,Mixed Forest,74-95,18.7
C-358464,4535,CA,34.045,-118.063,06/11/10,Planted/Cultivated,Urban/Recreational Grasses,77-106,18.3
C-358713,4559,CA,37.089,-117.964,06/29/10,Barren,Transitional,22-40,19.8
C-358715,4639,CA,35.995,-121.139,06/24/10,Herbaceous Upland,Grasslands/Herbaceous,20-36,9.3
C-358716,4655,CA,35.082,-116.808,06/15/10,Barren,Transitional,84-112,13
C-358717,4703,CA,39.3164,-121.5093,07/14/10,Herbaceous Upland,Grasslands/Herbaceous,78-98,6.7
C-358718,4767,CA,40.3777,-120.1914,07/22/10,Shrubland,Shrubland,57-70,14.1
C-358719,4815,CA,37.1111,-119.6346,06/02/10,Herbaceous Upland,Grasslands/Herbaceous,88-104,8.4
C-343275,4855,CA,33.376,-115.646,06/01/10,Barren,Transitional,80-100,24.3
C-358720,4895,CA,37.2045,-122.1447,07/07/10,Forested Upland,Mixed Forest,70-94,12.9
C-358721,4959,CA,39.6784,-122.9721,07/16/10,Herbaceous Upland,Grasslands/Herbaceous,15-31,11.7
C-358722,5007,CA,38.182,-120.385,07/10/10,Herbaceous Upland,Grasslands/Herbaceous,80-100,10.9
C-358723,5071,CA,34.152,-118.964,06/11/10,Herbaceous Upland,Grasslands/Herbaceous,27-37,5.4
C-343270,5111,CA,32.8682,-116.6547,06/01/10,Shrubland,Shrubland,75-111,34.6
C-358724,5151,CA,35.969,-118.477,06/18/10,Shrubland,Shrubland,60-77,11.1
C-358726,5215,CA,40.2901,-123.7328,07/17/10,Forested Upland,Mixed Forest,79-90,10.6
C-358727,5327,CA,37.8276,-118.6544,07/01/10,Shrubland,Shrubland,20-50,24.8
C-358728,5343,CA,40.776,-120.785,07/24/10,Forested Upland,Evergreen Forest,58-65,14.2
C-358729,5407,CA,35.427,-120.752,06/23/10,Forested Upland,Mixed Forest,85-103,15.9
C-358730,5423,CA,34.3383,-116.493,06/09/10,Barren,Transitional,82-103,19.2
C-358731,5471,CA,38.541,-121.9767,07/05/10,Planted/Cultivated,Urban/Recreational Grasses,82-99,14.1
C-358732,5535,CA,39.897,-120.476,07/21/10,Forested Upland,Evergreen Forest,60-70,15.1
C-358733,5583,CA,37.36,-118.69,06/30/10,Forested Upland,Mixed Forest,18-26,12.6
C-358734,5599,CA,41.5063,-120.6322,07/26/10,Forested Upland,Mixed Forest,10-26,5.6
C-358466,5623,CA,33.62,-114.784,06/04/10,Barren,Transitional,65-72,17.9
C-358735,5663,CA,37.5301,-121.9183,07/06/10,Planted/Cultivated,Urban/Recreational Grasses,88-108,13.3
C-358736,5727,CA,39.237,-123.332,07/15/10,Forested Upland,Mixed Forest,40-51,9.4
C-358739,5839,CA,35.0588,-119.2799,06/21/10,Shrubland,Shrubland,21-62,14.6
C-358740,5919,CA,41.2724,-122.2172,07/23/10,Forested Upland,Mixed Forest,14-30,9.6
C-358741,5935,CA,36.345,-117.346,06/17/10,Barren,Transitional,49-84,8.4
C-358742,5983,CA,39.318,-121.808,07/14/10,Herbaceous Upland,Grasslands/Herbaceous,77-97,9.3
C-358743,6031,CA,37.836,-120.053,07/01/10,Forested Upland,Mixed Forest,38-48,15.2
C-358744,6095,CA,34.8547,-119.1821,06/22/10,Forested Upland,Evergreen Forest,50-63,16.4
C-343267,6135,CA,32.681,-115.884,06/01/10,Barren,Transitional,23-50,10.5
C-358745,6175,CA,34.3802,-117.6953,06/12/10,Forested Upland,Mixed Forest,85-97,14.2
C-358746,6303,CA,39.4414,-120.0943,07/12/10,Forested Upland,Evergreen Forest,10-22,13.5
C-358747,6351,CA,36.7833,-118.639,07/03/10,Forested Upland,Mixed Forest,80-100,23.2
C-358749,6431,CA,34.632,-120.143,06/23/10,Herbaceous Upland,Grasslands/Herbaceous,79-102,13.2
C-358750,6447,CA,35.0901,-116.3488,06/15/10,Barren,Transitional,35-55,16.1
C-358751,6495,CA,38.517,-121.694,07/13/10,Herbaceous Upland,Grasslands/Herbaceous,78-99,11.2
C-358752,6559,CA,40.1117,-120.8038,07/22/10,Forested Upland,Mixed Forest,78-93,15.5
C-358753,6607,CA,36.674,-119.209,07/03/10,Herbaceous Upland,Grasslands/Herbaceous,65-84,7
C-343272,6647,CA,33.3798,-116.7083,06/01/10,Shrubland,Shrubland,54-63,12
C-358754,6687,CA,37.1653,-121.639,07/07/10,Planted/Cultivated,Urban/Recreational Grasses,90-112,12.3
C-358755,6751,CA,38.9043,-123.3384,07/15/10,Forested Upland,Mixed Forest,67-80,12.8
C-358756,6863,CA,35.9487,-119.7555,06/26/10,Planted/Cultivated,Fallow,86-104,14.3
C-343260,6903,CA,33.0139,-115.0995,05/30/10,Barren,Transitional,30-50,15.1
C-358757,6943,CA,40.97,-122.737,07/28/10,Forested Upland,Evergreen Forest,40-50,9.1
C-358759,6959,CA,36.1072,-116.0309,06/16/10,Barren,Transitional,62-75,5.7
C-358760,7023,CA,36.618,-117.065,06/17/10,Barren,Transitional,87-124,15.7
C-359051,7055,CA,37.121,-120.7084,07/07/10,Planted/Cultivated,Row Crops,90-107,21.5
C-358761,7071,CA,41.8772,-121.7266,07/27/10,Herbaceous Upland,Grasslands/Herbaceous,86-106,2.5
C-358762,7119,CA,35.4599,-118.6575,06/19/10,Shrubland,Shrubland,60-85,7.9
C-358763,7199,CA,34.2326,-118.3111,06/11/10,Shrubland,Shrubland,65-77,20.1
C-358764,7327,CA,39.129,-120.807,07/12/10,Forested Upland,Mixed Forest,80-96,27.8
C-358467,7351,CA,33.9675,-117.2666,06/03/10,Shrubland,Shrubland,95-115,15.1
C-358765,7375,CA,37.2547,-118.1655,06/30/10,Shrubland,Shrubland,17-33,20.9
C-343276,7415,CA,34.4363,-114.8364,06/04/10,Barren,Transitional,52-65,15.9
C-358868,7455,CA,36.542,-121.284,06/25/10,Planted/Cultivated,Small Grains,80-111,19.7
C-358869,7471,CA,34.255,-116.723,06/10/10,Shrubland,Shrubland,>73,11.2
C-358870,7519,CA,38.635,-121.971,07/05/10,Planted/Cultivated,Row Crops,83-102,14.6
C-358871,7583,CA,40.402,-121.0357,07/22/10,Forested Upland,Evergreen Forest,30-39,10.5
C-358872,7631,CA,36.7325,-120.3367,07/07/10,Herbaceous Upland,Grasslands/Herbaceous,85-103,15.8
C-358874,7647,CA,41.2595,-120.0848,07/24/10,Herbaceous Upland,Grasslands/Herbaceous,14-29,9.8
C-343285,7671,CA,33.9636,-116.8951,06/03/10,Herbaceous Upland,Grasslands/Herbaceous,25-45,17.7
C-358875,7711,CA,37.3289,-121.4806,07/06/10,Shrubland,Shrubland,10-27,13.4
C-358876,7775,CA,39.426,-122.514,07/20/10,Herbaceous Upland,Grasslands/Herbaceous,17-30,9.4
C-358877,7839,CA,41.7349,-121.2438,07/26/10,Forested Upland,Evergreen Forest,72-85,8.3
C-358878,7887,CA,35.205,-119.951,06/22/10,Herbaceous Upland,Grasslands/Herbaceous,80-105,14
C-358879,7967,CA,40.7998,-122.3165,07/28/10,Forested Upland,Mixed Forest,13-35,21.8
C-358880,7983,CA,35.0466,-115.3934,06/08/10,Shrubland,Shrubland,84-97,15
C-358881,8095,CA,41.0041,-121.6407,07/23/10,Forested Upland,Mixed Forest,28-38,9.3
C-358882,8143,CA,36.3779,-117.8884,06/28/10,Shrubland,Shrubland,75-100,13.4
C-358883,8223,CA,35.8277,-117.3658,06/16/10,Shrubland,Shrubland,70-80,13
C-358885,8287,CA,40.491,-123.586,07/16/10,Forested Upland,Evergreen Forest,85-105,11.6
C-343277,8303,CA,34.481,-114.95,06/05/10,Barren,Transitional,60-78,18.7
C-358886,8399,CA,38.3599,-119.1387,07/08/10,Shrubland,Shrubland,87-97,27.3
C-358887,8415,CA,41.467,-120.521,07/26/10,Herbaceous Upland,Grasslands/Herbaceous,70-85,8.1
C-358888,8479,CA,35.0015,-117.7436,06/13/10,Shrubland,Shrubland,93-117,14
C-358889,8543,CA,41.7351,-122.8065,07/27/10,Forested Upland,Deciduous Forest,60-84,12.6
C-358890,8607,CA,38.3962,-120.1749,07/08/10,Forested Upland,Evergreen Forest,40-53,15.4
C-343269,8631,CA,32.8464,-117.1292,06/01/10,Herbaceous Upland,Grasslands/Herbaceous,70-80,10
C-358891,8655,CA,36.834,-118.085,06/29/10,Shrubland,Shrubland,70-83,16.9
C-358468,8695,CA,33.594,-114.712,06/04/10,Barren,Transitional,82-105,14.7
C-358892,8735,CA,36.049,-120.477,06/26/10,Herbaceous Upland,Grasslands/Herbaceous,83-111,10.8
C-358893,8799,CA,39.647,-123.614,07/16/10,Forested Upland,Mixed Forest,80-90,13.2
C-358894,8911,CA,37.095,-119.24,07/02/10,Forested Upland,Evergreen Forest,24-44,15
C-343262,8951,CA,33.6751,-115.9103,06/03/10,Barren,Transitional,20-35,19.4
C-358998,8991,CA,41.303,-124.017,07/29/10,Forested Upland,Mixed Forest,30-40,19.5
C-358999,9007,CA,36.332,-116.351,06/16/10,Barren,Transitional,76-95,16
C-359000,9055,CA,39.462,-121.892,07/20/10,Herbaceous Upland,Grasslands/Herbaceous,80-97,10
C-359001,9103,CA,38.178,-119.322,07/09/10,Forested Upland,Evergreen Forest,84-102,23.7
C-359002,9167,CA,34.4778,-118.7691,06/12/10,Planted/Cultivated,Urban/Recreational Grasses,76-98,14.5
C-343268,9207,CA,32.673,-116.098,06/01/10,Barren,Transitional,8-20,11.8
C-359004,9247,CA,34.541,-118.439,06/12/10,Shrubland,Shrubland,35-45,13.5
C-359005,9311,CA,40.234,-123.637,07/17/10,Forested Upland,Mixed Forest,30-40,7.3
C-359006,9327,CA,34.7477,-115.687,06/09/10,Barren,Transitional,84-102,17.9
C-359007,9375,CA,38.616,-121.143,07/13/10,Herbaceous Upland,Grasslands/Herbaceous,30-40,12.7
C-359008,9423,CA,37.936,-119.251,07/01/10,Forested Upland,Evergreen Forest,18-24,34.1
C-359009,9439,CA,40.9526,-120.603,07/24/10,Herbaceous Upland,Grasslands/Herbaceous,80-94,14.1
C-359010,9503,CA,34.9288,-120.5233,06/23/10,Planted/Cultivated,Row Crops,83-110,17.5
C-359011,9519,CA,34.766,-116.398,06/09/10,Shrubland,Shrubland,83-102,22.5
C-359012,9567,CA,38.0909,-121.6868,07/05/10,Herbaceous Upland,Grasslands/Herbaceous,82-102,12.9
C-359014,9631,CA,39.889,-121.36,07/21/10,Forested Upland,Mixed Forest,65-78,10.5
C-359015,9679,CA,36.3847,-120.3673,06/25/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,81-107,13.5
C-343283,9719,CA,33.578,-115.053,06/04/10,Barren,Transitional,80-105,17.9
C-359016,9759,CA,37.868,-121.75,07/06/10,Herbaceous Upland,Grasslands/Herbaceous,87-110,12.4
C-359017,9823,CA,39.073,-123.471,07/15/10,Forested Upland,Mixed Forest,70-80,12.9
C-359018,9935,CA,35.334,-119.464,06/21/10,Herbaceous Upland,Grasslands/Herbaceous,85-106,15.6
C-359019,10015,CA,41.2479,-122.6437,07/28/10,Forested Upland,Evergreen Forest,77-96,3.3
