C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Pb
C-357889,3768,TX,33.2026,-97.9583,06/02/10,Planted/Cultivated,Pasture/Hay,78-104,18.3
N.S.,3788,TX,30.629,-99.3643,06/16/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-357890,3832,TX,32.6077,-95.0875,07/02/10,Forested Upland,Evergreen Forest,80-105,7.2
C-357891,3868,TX,28.3564,-99.6039,07/22/10,Shrubland,Shrubland,78-98,14.4
C-357892,3903,TX,31.3772,-100.6423,06/09/10,Herbaceous Upland,Grasslands/Herbaceous,15-35,10.6
C-357893,3908,TX,30.7859,-104.9794,06/18/10,Shrubland,Shrubland,27-41,10.4
C-357894,3916,TX,32.6175,-94.338,06/30/10,Planted/Cultivated,Pasture/Hay,75-97,13.6
C-357895,3932,TX,29.052,-96.3934,07/29/10,Planted/Cultivated,Urban/Recreational Grasses,75-104,13.9
C-357896,3960,TX,33.2707,-98.0233,06/02/10,Planted/Cultivated,Pasture/Hay,80-100,20.2
C-357898,3967,TX,34.0995,-100.1418,05/28/10,Planted/Cultivated,Pasture/Hay,80-100,16.3
C-359110,4015,TX,30.7373,-104.7296,06/17/10,Shrubland,Shrubland,83-102,14.1
C-357899,4044,TX,28.5693,-97.5053,07/27/10,Planted/Cultivated,Urban/Recreational Grasses,80-105,10.7
C-357900,4088,TX,32.4215,-96.0364,06/28/10,Herbaceous Upland,Grasslands/Herbaceous,76-96,16.8
C-358455,4108,TX,31.9724,-96.3983,06/23/10,Planted/Cultivated,Pasture/Hay,87-105,12.3
C-357901,4124,TX,29.0497,-98.376,07/19/10,Planted/Cultivated,Pasture/Hay,75-100,16.5
C-359055,4223,TX,33.1288,-102.5337,06/04/10,Herbaceous Upland,Grasslands/Herbaceous,85-103,8.4
C-357902,4252,TX,29.6455,-97.0565,07/15/10,Planted/Cultivated,Pasture/Hay,80-104,8.2
C-357903,4280,TX,31.0435,-97.9431,06/18/10,Planted/Cultivated,Urban/Recreational Grasses,25-40,23.3
C-342382,4287,TX,34.3073,-100.9394,05/31/10,Planted/Cultivated,Pasture/Hay,84-105,7.6
C-359056,4292,TX,30.0225,-102.3648,06/11/10,Shrubland,Shrubland,17-26,12.3
C-357904,4344,TX,33.6227,-95.5674,06/29/10,Planted/Cultivated,Pasture/Hay,82-105,18.5
C-357905,4364,TX,31.6229,-94.8428,07/02/10,Planted/Cultivated,Urban/Recreational Grasses,10-20,30.2
C-357906,4380,TX,29.8885,-97.5375,07/15/10,Planted/Cultivated,Urban/Recreational Grasses,80-110,18.2
N.S.,4444,TX,28.404,-98.2932,07/21/10,Shrubland,Shrubland,N.S.,
C-342942,4459,TX,36.2155,-100.4729,05/28/10,Herbaceous Upland,Grasslands/Herbaceous,80-100,8.7
C-359057,4479,TX,33.2478,-102.241,06/04/10,Herbaceous Upland,Grasslands/Herbaceous,83-105,10.7
C-359058,4484,TX,29.6175,-103.0211,06/12/10,Shrubland,Shrubland,51-63,10.5
C-357907,4536,TX,31.6183,-98.8885,06/11/10,Planted/Cultivated,Pasture/Hay,25-40,11.9
N.S.,4548,TX,28.6431,-100.4249,07/20/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358256,4636,TX,27.9561,-97.151,07/27/10,Planted/Cultivated,Urban/Recreational Grasses,76-110,6.1
C-358257,4671,TX,32.8117,-100.4422,06/05/10,Planted/Cultivated,Pasture/Hay,83-110,13.1
C-358258,4700,TX,30.3978,-96.4595,07/13/10,Planted/Cultivated,Urban/Recreational Grasses,77-97,16.4
C-364525,4715,TX,36.3957,-102.2376,05/25/10,Herbaceous Upland,Grasslands/Herbaceous,80-100,10.7
C-359059,4735,TX,34.4465,-101.0285,06/01/10,Herbaceous Upland,Grasslands/Herbaceous,113-135,11.9
C-359060,4740,TX,30.3962,-103.0023,06/11/10,Shrubland,Shrubland,35-44,13.2
C-358259,4792,TX,33.1029,-99.995,06/05/10,Planted/Cultivated,Fallow,80-100,9.2
C-358260,4804,TX,29.8342,-100.6921,06/15/10,Planted/Cultivated,Pasture/Hay,80-100,15.2
C-359061,4847,TX,30.9308,-104.2045,06/17/10,Herbaceous Upland,Grasslands/Herbaceous,35-44,20.4
C-358261,4892,TX,27.7951,-99.4263,07/23/10,Herbaceous Upland,Grasslands/Herbaceous,83-110,9.2
C-359062,4927,TX,31.4813,-101.5998,06/07/10,Planted/Cultivated,Fallow,53-62,16
C-358263,4940,TX,30.838,-94.0684,07/06/10,Forested Upland,Mixed Forest,78-100,14.6
C-358264,4956,TX,29.9064,-95.1531,07/08/10,Planted/Cultivated,Urban/Recreational Grasses,74-89,16.5
C-358265,4984,TX,33.5553,-98.1401,05/31/10,Planted/Cultivated,Pasture/Hay,83-100,11.1
C-342364,4991,TX,35.1,-101.5234,05/29/10,Herbaceous Upland,Grasslands/Herbaceous,>74,17.7
C-358266,5048,TX,32.6805,-98.0082,06/24/10,Planted/Cultivated,Urban/Recreational Grasses,80-100,21.2
C-358267,5068,TX,29.8807,-99.1511,06/17/10,Planted/Cultivated,Urban/Recreational Grasses,40-55,27.7
C-358268,5112,TX,32.3441,-95.7364,06/28/10,Planted/Cultivated,Pasture/Hay,86-110,7.8
C-358269,5132,TX,31.5858,-97.2923,06/21/10,Planted/Cultivated,Pasture/Hay,35-40,4.9
C-358270,5148,TX,30.338,-97.3896,07/14/10,Herbaceous Upland,Grasslands/Herbaceous,78-100,17.7
C-358272,5212,TX,26.9919,-99.1627,07/24/10,Herbaceous Upland,Grasslands/Herbaceous,50-70,10.2
C-359064,5247,TX,32.557,-102.7465,06/05/10,Barren,Transitional,73-90,7.2
C-359065,5252,TX,30.1923,-104.2799,06/15/10,Herbaceous Upland,Grasslands/Herbaceous,57-69,18.2
C-358273,5276,TX,28.6884,-96.4798,07/29/10,Planted/Cultivated,Pasture/Hay,78-108,18.9
C-358274,5304,TX,30.9028,-98.0996,06/19/10,Planted/Cultivated,Pasture/Hay,80-100,11
C-359066,5316,TX,30.449,-101.7321,06/14/10,Herbaceous Upland,Grasslands/Herbaceous,46-61,12.7
C-358275,5368,TX,33.7237,-94.915,06/30/10,Planted/Cultivated,Urban/Recreational Grasses,80-106,20.6
C-358276,5388,TX,31.2985,-95.096,07/04/10,Forested Upland,Evergreen Forest,80-100,12.8
C-358277,5404,TX,28.7896,-98.9927,07/22/10,Shrubland,Shrubland,78-102,17.8
C-358278,5460,TX,31.693,-105.5063,06/18/10,Shrubland,Shrubland,80-104,11.6
C-358279,5468,TX,28.3688,-97.6995,07/27/10,Planted/Cultivated,Urban/Recreational Grasses,80-107,11
C-342944,5483,TX,35.7107,-100.8394,05/28/10,Planted/Cultivated,Pasture/Hay,83-103,15.2
C-359067,5503,TX,33.7,-101.5283,06/01/10,Planted/Cultivated,Row Crops,74-89,15.3
C-358280,5560,TX,31.3374,-100.0779,06/11/10,Planted/Cultivated,Row Crops,73-93,9.4
C-358281,5624,TX,33.713,-96.8742,06/01/10,Planted/Cultivated,Pasture/Hay,80-100,21.7
N.S.,5660,TX,27.135,-97.7929,07/26/10,Planted/Cultivated,Urban/Recreational Grasses,N.S.,
C-358284,5695,TX,32.2937,-100.1685,06/08/10,Planted/Cultivated,Fallow,>35,8.9
C-358285,5724,TX,29.8837,-96.9207,07/15/10,Planted/Cultivated,Pasture/Hay,80-107,19.6
C-358286,5752,TX,33.9474,-99.2643,05/29/10,Planted/Cultivated,Pasture/Hay,80-100,14
C-359068,5759,TX,34.4657,-100.1738,06/01/10,Herbaceous Upland,Grasslands/Herbaceous,81-104,12.6
C-358287,5816,TX,32.9767,-98.1548,06/03/10,Planted/Cultivated,Pasture/Hay,100-120,12.3
C-359069,5871,TX,31.689,-103.8107,06/08/10,Shrubland,Shrubland,77-98,11.8
N.S.,5916,TX,28.2021,-98.9251,07/23/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358288,5951,TX,31.6549,-100.322,06/09/10,Planted/Cultivated,Urban/Recreational Grasses,40-70,8.8
C-358289,5964,TX,31.5201,-94.1676,07/05/10,Forested Upland,Mixed Forest,79-98,30.9
C-358290,5980,TX,30.772,-95.949,07/12/10,Planted/Cultivated,Row Crops,78-98,18.6
C-358292,6015,TX,33.4663,-100.0371,06/04/10,Herbaceous Upland,Grasslands/Herbaceous,76-96,7.6
C-359070,6063,TX,31.3942,-104.466,06/04/10,Shrubland,Shrubland,61-74,2.4
C-358293,6092,TX,29.839,-99.7893,06/16/10,Herbaceous Upland,Grasslands/Herbaceous,30-43,24.7
C-358294,6136,TX,32.7875,-96.4315,06/28/10,Planted/Cultivated,Urban/Recreational Grasses,78-97,16.2
C-358295,6156,TX,31.244,-96.0616,07/12/10,Forested Upland,Deciduous Forest,79-105,30.5
C-358296,6172,TX,30.2335,-98.6368,06/16/10,Planted/Cultivated,Pasture/Hay,74-94,11.2
C-359071,6271,TX,32.837,-101.6462,06/04/10,Herbaceous Upland,Grasslands/Herbaceous,82-101,20.8
C-359072,6276,TX,29.3294,-103.6022,06/16/10,Shrubland,Shrubland,30-44,13.3
N.S.,6328,TX,32.0245,-97.736,06/21/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358297,6392,TX,33.1385,-95.0269,06/30/10,Planted/Cultivated,Urban/Recreational Grasses,77-100,19.5
C-358299,6412,TX,31.9582,-95.9748,06/23/10,Planted/Cultivated,Fallow,80-100,14.6
C-358300,6428,TX,28.8242,-99.4298,07/20/10,Herbaceous Upland,Grasslands/Herbaceous,82-108,10.8
C-358301,6492,TX,29.4885,-95.1689,07/08/10,Planted/Cultivated,Pasture/Hay,80-113,26.6
C-342951,6507,TX,35.9942,-101.8564,05/26/10,Planted/Cultivated,Pasture/Hay,70-74,18.1
C-359074,6527,TX,34.0016,-102.4987,06/02/10,Planted/Cultivated,Row Crops,75-97,8.5
C-359075,6532,TX,30.0927,-102.783,06/12/10,Herbaceous Upland,Grasslands/Herbaceous,80-100,13.3
C-358302,6584,TX,32.1633,-99.2945,06/10/10,Planted/Cultivated,Pasture/Hay,40-50,24.7
N.S.,6596,TX,30.488,-100.3497,06/12/10,Planted/Cultivated,Pasture/Hay,N.S.,
C-359076,6639,TX,31.0402,-102.8887,06/08/10,Shrubland,Shrubland,84-102,6.6
C-300600,6684,TX,26.568,-98.022,09/13/07,Herbaceous Upland,Grasslands/Herbaceous,71-86,7.9
C-358303,6719,TX,31.827,-102.033,06/06/10,Planted/Cultivated,Fallow,81-102,11.4
C-358304,6732,TX,30.9329,-93.9728,07/06/10,Planted/Cultivated,Urban/Recreational Grasses,80-98,12.7
C-358305,6748,TX,30.4877,-97.2986,07/14/10,Planted/Cultivated,Row Crops,76-91,13.8
C-358306,6776,TX,33.3123,-99.7739,06/04/10,Planted/Cultivated,Pasture/Hay,80-105,12.3
C-342368,6783,TX,35.1026,-102.5436,05/30/10,Planted/Cultivated,Row Crops,63-82,7
C-358309,6840,TX,32.5102,-97.3185,06/23/10,Planted/Cultivated,Pasture/Hay,40-65,9.6
C-358310,6904,TX,32.6874,-95.721,06/29/10,Planted/Cultivated,Pasture/Hay,77-98,14.2
N.S.,6940,TX,27.8716,-99.471,07/23/10,Shrubland,Shrubland,N.S.,
C-358312,6975,TX,31.9195,-100.9384,06/07/10,Planted/Cultivated,Pasture/Hay,80-105,12.1
C-358313,6988,TX,33.0269,-94.3051,07/01/10,Planted/Cultivated,Pasture/Hay,74-96,13.7
C-358314,7004,TX,28.6635,-97.1212,07/28/10,Planted/Cultivated,Urban/Recreational Grasses,78-100,16.2
C-359077,7039,TX,33.4404,-100.7701,06/03/10,Planted/Cultivated,Small Grains,87-104,9.5
C-358315,7087,TX,31.2798,-105.0486,06/18/10,Herbaceous Upland,Grasslands/Herbaceous,68-84,10.6
N.S.,7116,TX,29.6847,-98.3294,07/16/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358316,7160,TX,32.196,-97.0219,06/23/10,Planted/Cultivated,Pasture/Hay,80-100,10.3
C-358317,7180,TX,31.334,-96.9319,06/22/10,Herbaceous Upland,Grasslands/Herbaceous,76-94,12.2
C-358318,7196,TX,30.4114,-98.6233,06/16/10,Herbaceous Upland,Grasslands/Herbaceous,60-76,7.7
C-358319,7260,TX,27.5739,-98.6805,07/24/10,Shrubland,Shrubland,75-111,8.9
C-342943,7275,TX,35.7068,-100.1612,05/28/10,Shrubland,Shrubland,103-129,9.5
C-359078,7295,TX,32.5541,-101.6149,06/04/10,Herbaceous Upland,Grasslands/Herbaceous,84-104,9.2
C-358320,7352,TX,31.3393,-98.9265,06/11/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,90-120,8
N.S.,7364,TX,29.3127,-100.4241,06/15/10,Planted/Cultivated,Urban/Recreational Grasses,N.S.,
C-358321,7452,TX,29.3311,-99.436,07/19/10,Planted/Cultivated,Urban/Recreational Grasses,>68,10.6
C-358322,7480,TX,29.506,-94.5053,07/07/10,Shrubland,Shrubland,90-120,11.1
C-358324,7487,TX,32.3279,-100.9317,06/03/10,Shrubland,Shrubland,82-104,18.3
C-358325,7516,TX,29.0105,-95.5973,07/29/10,Forested Upland,Deciduous Forest,75-100,19.2
C-342950,7531,TX,36.0358,-102.3522,05/26/10,Planted/Cultivated,Pasture/Hay,85-94,16.1
C-342945,7551,TX,35.3146,-100.2529,05/29/10,Planted/Cultivated,Small Grains,80-110,16.1
C-359079,7556,TX,30.8151,-103.8594,06/16/10,Herbaceous Upland,Grasslands/Herbaceous,30-36,17.1
C-358326,7608,TX,32.7691,-99.027,06/03/10,Planted/Cultivated,Pasture/Hay,25-40,12.6
C-359080,7620,TX,30.8087,-101.4201,06/14/10,Herbaceous Upland,Grasslands/Herbaceous,13-17,21.4
C-359081,7663,TX,31.7485,-103.4826,06/07/10,Shrubland,Shrubland,17-28,8.8
C-300540,7708,TX,26.3614,-98.5467,09/14/07,Planted/Cultivated,Fallow,99-124,8.7
C-358327,7743,TX,31.6946,-102.2759,06/06/10,Herbaceous Upland,Grasslands/Herbaceous,25-32,14.3
C-358328,7756,TX,31.7894,-93.9633,07/05/10,Forested Upland,Mixed Forest,81-105,16.6
C-358329,7772,TX,30.1525,-95.9546,07/09/10,Planted/Cultivated,Pasture/Hay,80-100,11.3
C-358330,7800,TX,33.4603,-98.8123,06/03/10,Planted/Cultivated,Fallow,80-100,16.3
C-342373,7807,TX,34.5176,-102.7436,05/30/10,Planted/Cultivated,Small Grains,59-82,5.8
C-358331,7864,TX,33.1842,-97.4431,06/01/10,Planted/Cultivated,Pasture/Hay,25-45,17.3
N.S.,7884,TX,30.6463,-98.743,06/18/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358332,7928,TX,32.4671,-94.7756,07/01/10,Forested Upland,Deciduous Forest,80-100,16.6
C-358333,7999,TX,31.4689,-100.3872,06/09/10,Shrubland,Shrubland,75-95,10.8
C-358336,8028,TX,29.542,-96.2021,07/30/10,Planted/Cultivated,Pasture/Hay,85-115,13.1
C-358337,8056,TX,33.3441,-97.6198,06/01/10,Planted/Cultivated,Fallow,80-100,7.2
C-358897,8063,TX,34.3784,-100.4492,06/01/10,Planted/Cultivated,Fallow,96-117,12.6
C-358898,8068,TX,30.353,-102.4235,06/11/10,Shrubland,Shrubland,78-92,15.6
C-358899,8111,TX,30.8432,-104.7499,06/17/10,Planted/Cultivated,Fallow,53-63,14.3
C-358338,8140,TX,28.6942,-98.0126,07/21/10,Planted/Cultivated,Row Crops,77-100,10.6
C-358339,8184,TX,33.0297,-96.6573,06/25/10,Forested Upland,Deciduous Forest,80-100,15
C-358340,8204,TX,31.4836,-96.4063,06/22/10,Planted/Cultivated,Urban/Recreational Grasses,65-85,14.5
C-358342,8220,TX,29.1906,-98.041,07/19/10,Planted/Cultivated,Urban/Recreational Grasses,76-103,10.4
C-358900,8319,TX,32.6969,-102.3091,06/04/10,Planted/Cultivated,Row Crops,86-92,6
C-358901,8324,TX,30.6503,-104.4664,06/17/10,Shrubland,Shrubland,64-86,10.6
C-358343,8348,TX,29.4475,-97.2252,07/15/10,Planted/Cultivated,Urban/Recreational Grasses,78-104,15.2
C-358344,8376,TX,31.4952,-98.0868,06/18/10,Herbaceous Upland,Grasslands/Herbaceous,76-104,8.4
C-358902,8388,TX,30.0653,-102.345,06/11/10,Shrubland,Shrubland,23-35,11.2
C-358345,8440,TX,33.302,-95.2318,06/30/10,Forested Upland,Deciduous Forest,80-106,14.8
C-358346,8460,TX,31.4335,-95.0866,07/04/10,Forested Upland,Mixed Forest,50-75,14.7
C-358347,8476,TX,28.9412,-99.3524,07/20/10,Herbaceous Upland,Grasslands/Herbaceous,75-95,16.2
C-358348,8540,TX,27.4009,-97.9189,07/24/10,Planted/Cultivated,Pasture/Hay,83-109,10.4
C-342941,8555,TX,36.4404,-100.3854,05/28/10,Herbaceous Upland,Grasslands/Herbaceous,70-87,7.9
C-358904,8575,TX,33.7017,-102.7404,06/02/10,Planted/Cultivated,Row Crops,83-106,7.9
C-358905,8580,TX,29.2086,-102.9912,06/12/10,Shrubland,Shrubland,77-89,10.8
C-358350,8632,TX,31.7874,-99.4361,06/09/10,Planted/Cultivated,Urban/Recreational Grasses,60-80,22.4
N.S.,8644,TX,28.896,-100.2907,07/20/10,Shrubland,Shrubland,N.S.,
C-358351,8696,TX,33.8276,-97.2672,05/31/10,Planted/Cultivated,Pasture/Hay,50-70,26.3
N.S.,8732,TX,28.501,-97.0677,07/28/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358352,8760,TX,30.1077,-94.0084,07/07/10,Planted/Cultivated,Urban/Recreational Grasses,80-100,20.5
C-358353,8767,TX,33.228,-100.5159,06/05/10,Planted/Cultivated,Pasture/Hay,85-105,9.5
C-358354,8796,TX,30.3554,-96.0932,07/09/10,Planted/Cultivated,Pasture/Hay,78-102,16.7
C-342949,8811,TX,36.14,-102.97,05/26/10,Herbaceous Upland,Grasslands/Herbaceous,90-100,13.3
C-342948,8831,TX,35.0559,-101.0986,05/29/10,Herbaceous Upland,Grasslands/Herbaceous,80-100,11.7
C-358906,8836,TX,30.6012,-103.303,06/15/10,Shrubland,Shrubland,65-84,14.1
N.S.,8888,TX,32.1232,-100.0662,06/08/10,Planted/Cultivated,Pasture/Hay,N.S.,
N.S.,8900,TX,30.0866,-100.3694,06/15/10,Planted/Cultivated,Urban/Recreational Grasses,N.S.,
C-358907,8943,TX,31.2223,-103.8041,06/10/10,Shrubland,Shrubland,73-88,18.4
C-358355,8988,TX,27.7701,-99.007,07/23/10,Shrubland,Shrubland,75-105,12.7
C-358908,9023,TX,31.1566,-102.1038,06/07/10,Shrubland,Shrubland,78-96,12.3
C-358356,9036,TX,31.1989,-94.4444,07/05/10,Forested Upland,Evergreen Forest,78-107,19.7
C-358357,9052,TX,29.943,-95.225,07/08/10,Planted/Cultivated,Urban/Recreational Grasses,74-94,17.6
C-358360,9080,TX,33.3042,-98.0899,06/02/10,Planted/Cultivated,Pasture/Hay,80-110,26.3
C-342375,9087,TX,34.7776,-101.978,05/30/10,Planted/Cultivated,Pasture/Hay,>67,8
C-358361,9135,TX,31.6699,-105.3723,06/18/10,Shrubland,Shrubland,20-32,12.1
C-358362,9144,TX,32.3241,-98.1132,06/24/10,Planted/Cultivated,Pasture/Hay,35-55,7.7
C-358363,9164,TX,30.7797,-99.8961,06/12/10,Planted/Cultivated,Small Grains,80-100,18.1
C-358364,9208,TX,32.4661,-95.4838,06/29/10,Planted/Cultivated,Pasture/Hay,80-110,9
C-358365,9228,TX,31.7784,-96.9995,06/22/10,Planted/Cultivated,Pasture/Hay,80-100,18.4
C-358366,9244,TX,30.8347,-97.4662,07/14/10,Planted/Cultivated,Urban/Recreational Grasses,78-99,14.7
N.S.,9308,TX,27.3221,-98.9732,07/24/10,Shrubland,Shrubland,N.S.,
C-358909,9343,TX,32.3095,-102.6161,06/05/10,Shrubland,Shrubland,83-100,7.5
C-358910,9348,TX,29.8956,-104.0328,06/16/10,Shrubland,Shrubland,80-99,17.9
N.S.,9400,TX,31.4558,-98.2729,06/19/10,Planted/Cultivated,Pasture/Hay,N.S.,
C-358911,9412,TX,30.6437,-101.4731,06/14/10,Herbaceous Upland,Grasslands/Herbaceous,86-104,9.9
C-358368,9484,TX,30.9016,-94.6851,07/10/10,Planted/Cultivated,Urban/Recreational Grasses,78-100,21.3
N.S.,9500,TX,29.4825,-98.7937,07/16/10,Planted/Cultivated,Urban/Recreational Grasses,N.S.,
C-358369,9556,TX,31.5958,-106.2387,06/19/10,Planted/Cultivated,Row Crops,87-109,20.2
N.S.,9564,TX,27.9346,-97.647,07/27/10,Planted/Cultivated,Urban/Recreational Grasses,N.S.,
C-342961,9579,TX,35.9971,-101.4652,05/27/10,Herbaceous Upland,Grasslands/Herbaceous,80-100,13.7
C-358912,9599,TX,33.7397,-101.9566,06/02/10,Planted/Cultivated,Row Crops,81-101,14.8
C-358914,9604,TX,29.9106,-104.0393,06/16/10,Shrubland,Shrubland,47-60,16.6
C-358370,9656,TX,31.2396,-99.377,06/11/10,Planted/Cultivated,Pasture/Hay,35-60,6.7
C-358371,9668,TX,29.5106,-100.9097,06/14/10,Shrubland,Shrubland,75-100,7
C-358372,9756,TX,27.2728,-97.804,07/26/10,Shrubland,Shrubland,80-120,5.8
C-358374,9784,TX,30.7129,-94.5047,07/10/10,Planted/Cultivated,Urban/Recreational Grasses,80-105,4.5
C-358375,9791,TX,32.2107,-100.1795,06/08/10,Planted/Cultivated,Pasture/Hay,25-35,11
C-358376,9820,TX,30.009,-96.2422,07/09/10,Planted/Cultivated,Pasture/Hay,80-115,6.7
C-358377,9848,TX,34.0221,-98.9042,05/29/10,Planted/Cultivated,Pasture/Hay,72-89,14.5
C-342384,9855,TX,34.8169,-100.3473,05/31/10,Planted/Cultivated,Pasture/Hay,80-102,9
C-358378,9868,TX,33.1108,-94.4342,07/01/10,Planted/Cultivated,Pasture/Hay,90-120,3.3
C-358379,9912,TX,32.6974,-98.6689,06/11/10,Planted/Cultivated,Pasture/Hay,85-105,17
C-358380,10012,TX,28.5142,-98.9267,07/22/10,Planted/Cultivated,Pasture/Hay,78-98,12.4
C-358381,10047,TX,31.6102,-100.5845,06/09/10,Planted/Cultivated,Small Grains,15-25,11.2
C-358382,10068,TX,31.9982,-106.423,06/19/10,Shrubland,Shrubland,85-98,17.1
C-358385,10076,TX,30.6643,-95.1498,07/09/10,Forested Upland,Evergreen Forest,78-98,13.2
C-358386,10104,TX,33.8025,-97.6138,05/31/10,Planted/Cultivated,Pasture/Hay,45-80,5.8
C-358387,10111,TX,33.6115,-100.3238,06/04/10,Planted/Cultivated,Urban/Recreational Grasses,80-105,10.1
C-358915,10159,TX,31.4856,-104.4169,06/10/10,Shrubland,Shrubland,48-57,9.3
N.S.,10188,TX,30.2633,-99.4813,06/16/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358388,10232,TX,33.0797,-96.3289,06/25/10,Planted/Cultivated,Pasture/Hay,75-93,23.3
C-358456,10252,TX,30.8587,-96.206,07/12/10,Forested Upland,Deciduous Forest,79-105,13.9
C-358390,10268,TX,29.9009,-98.1121,07/16/10,Planted/Cultivated,Urban/Recreational Grasses,35-55,29.7
C-358916,10367,TX,33.2771,-101.8328,06/04/10,Planted/Cultivated,Row Crops,85-97,11.7
C-358917,10372,TX,29.4898,-104.0752,06/16/10,Shrubland,Shrubland,43-49,11.1
C-358391,10424,TX,31.475,-97.748,06/16/10,Planted/Cultivated,Pasture/Hay,80-95,14.2
C-358392,10488,TX,33.2079,-94.5536,06/30/10,Forested Upland,Evergreen Forest,80-100,15.6
C-358393,10508,TX,31.4476,-95.7559,07/12/10,Planted/Cultivated,Pasture/Hay,75-100,17.5
C-358394,10524,TX,28.872,-99.398,07/20/10,Shrubland,Shrubland,70-85,11.4
C-358395,10559,TX,33.0508,-101.4157,06/03/10,Shrubland,Shrubland,82-90,10.3
C-358396,10588,TX,28.951,-95.5556,07/29/10,Herbaceous Upland,Grasslands/Herbaceous,80-112,39.8
C-342959,10603,TX,35.6829,-101.5932,05/27/10,Herbaceous Upland,Grasslands/Herbaceous,76-87,11.9
C-358918,10623,TX,34.1321,-102.7304,06/02/10,Planted/Cultivated,Row Crops,73-100,8.8
C-358919,10628,TX,29.6765,-103.1694,06/12/10,Herbaceous Upland,Grasslands/Herbaceous,47-57,17.1
C-358397,10680,TX,32.6509,-99.3227,06/10/10,Planted/Cultivated,Pasture/Hay,20-40,34.8
N.S.,10692,TX,29.7465,-100.8763,06/14/10,Shrubland,Shrubland,N.S.,
C-358920,10735,TX,31.3856,-102.943,06/07/10,Shrubland,Shrubland,44-60,4.6
C-300587,10780,TX,26.4908,-98.6616,09/14/07,Planted/Cultivated,Fallow,96-124,12.8
C-358921,10815,TX,31.0368,-102.4425,06/07/10,Shrubland,Shrubland,51-74,11
C-358398,10828,TX,31.0907,-93.8718,07/06/10,Herbaceous Upland,Grasslands/Herbaceous,80-107,10.5
C-358400,10844,TX,30.6842,-96.8681,07/13/10,Planted/Cultivated,Pasture/Hay,78-98,14.9
C-358401,10872,TX,33.7308,-99.669,06/04/10,Planted/Cultivated,Fallow,80-100,10.3
C-342367,10879,TX,35.3411,-102.4353,05/29/10,Herbaceous Upland,Grasslands/Herbaceous,91-110,9.1
C-358402,10936,TX,32.4927,-97.9279,06/24/10,Planted/Cultivated,Urban/Recreational Grasses,85-110,10
C-358403,11000,TX,32.5483,-94.8332,07/02/10,Planted/Cultivated,Urban/Recreational Grasses,82-102,13.3
C-358404,11036,TX,27.8418,-99.7346,07/23/10,Herbaceous Upland,Grasslands/Herbaceous,79-111,12.2
C-358405,11071,TX,31.6564,-101.0181,06/07/10,Planted/Cultivated,Pasture/Hay,15-20,13.2
C-358406,11084,TX,32.8497,-94.2082,07/01/10,Forested Upland,Mixed Forest,80-100,8.1
C-358407,11100,TX,28.7571,-97.1439,07/28/10,Planted/Cultivated,Urban/Recreational Grasses,80-110,10.3
C-358922,11135,TX,33.6277,-100.8262,06/03/10,Herbaceous Upland,Grasslands/Herbaceous,60-78,33
C-358408,11183,TX,31.1857,-105.3312,06/18/10,Shrubland,Shrubland,74-96,12.4
C-358411,11212,TX,29.2619,-98.577,07/19/10,Herbaceous Upland,Grasslands/Herbaceous,78-104,13.2
C-358412,11256,TX,32.0937,-96.5698,06/23/10,Planted/Cultivated,Pasture/Hay,80-100,22.3
C-358413,11276,TX,31.0656,-95.3368,07/10/10,Planted/Cultivated,Pasture/Hay,77-102,14.5
C-358414,11292,TX,30.5935,-98.3372,06/18/10,Planted/Cultivated,Pasture/Hay,80-92,24.9
C-358416,11356,TX,27.9186,-98.1527,07/24/10,Herbaceous Upland,Grasslands/Herbaceous,80-100,11.6
C-342958,11371,TX,36.3282,-101.2668,05/27/10,Herbaceous Upland,Grasslands/Herbaceous,78-91,18.8
C-358923,11391,TX,33.9489,-101.5013,06/01/10,Planted/Cultivated,Row Crops,78-98,15.7
C-358417,11448,TX,30.9203,-99.236,06/18/10,Planted/Cultivated,Small Grains,80-100,14.9
N.S.,11460,TX,29.5528,-100.6315,06/15/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358418,11512,TX,33.3495,-96.0113,06/29/10,Planted/Cultivated,Pasture/Hay,80-105,18.5
C-300568,11520,TX,26.1222,-97.1706,09/13/07,Barren,Transitional,48-66,13.7
C-358419,11548,TX,29.3314,-99.9361,06/15/10,Herbaceous Upland,Grasslands/Herbaceous,20-30,15.1
C-358420,11576,TX,29.5574,-94.3707,07/07/10,Planted/Cultivated,Urban/Recreational Grasses,77-102,18.9
C-358421,11583,TX,32.6228,-101.0206,06/03/10,Herbaceous Upland,Grasslands/Herbaceous,57-66,13.1
