Top5_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,Top5_Depth,Top5_Pb
C-337440,6894,MT,45.4549,-111.6495,07/06/09,Forested Upland,Evergreen Forest,0-5,19.8
C-337441,6958,MT,46.3209,-109.1668,07/30/09,Shrubland,Shrubland,0-5,17.3
C-337442,6974,MT,48.817,-104.4909,07/23/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,15.7
C-337444,6990,MT,48.2978,-114.6439,07/14/09,Forested Upland,Evergreen Forest,0-5,23.6
C-337445,7022,MT,48.7761,-107.9366,07/22/09,Planted/Cultivated,Small Grains,0-5,14.4
C-337446,7054,MT,45.9733,-113.7117,07/08/09,Forested Upland,Evergreen Forest,0-5,25
C-337447,7086,MT,44.4534,-112.9171,07/03/09,Shrubland,Shrubland,0-5,22
C-337974,7102,MT,46.3248,-104.0782,09/22/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.6
C-337448,7246,MT,46.7538,-114.6003,07/08/09,Forested Upland,Evergreen Forest,0-5,18.9
C-337975,7278,MT,46.2066,-108.0814,09/18/09,Shrubland,Shrubland,0-5,16.4
C-337449,7294,MT,48.7817,-105.5833,07/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.7
C-337451,7342,MT,48.6672,-112.0643,07/17/09,Planted/Cultivated,Fallow,0-5,17.1
C-337976,7358,MT,46.0439,-104.4673,09/22/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.1
C-337452,7406,MT,46.2193,-110.5254,08/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,28.4
C-337453,7534,MT,48.7433,-110.1722,07/18/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.3
C-337454,7598,MT,48.3078,-112.4451,07/15/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.6
C-337977,7614,MT,46.7436,-106.919,09/19/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.2
C-337455,7742,MT,48.304,-104.6383,07/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.5
C-337456,7790,MT,47.6099,-109.5263,07/21/09,Planted/Cultivated,Small Grains,0-5,16.1
C-337350,7854,MT,46.9067,-113.9256,07/09/09,Forested Upland,Evergreen Forest,0-5,33.8
C-337978,7870,MT,45.6124,-105.3661,09/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.1
C-337351,7982,MT,45.7445,-109.9972,08/03/09,Shrubland,Shrubland,0-5,17.4
C-337352,8046,MT,47.7652,-108.6545,07/21/09,Shrubland,Shrubland,0-5,20.7
C-337353,8110,MT,44.9408,-111.9905,07/06/09,Forested Upland,Evergreen Forest,0-5,18.1
C-338029,8302,MT,46.7885,-107.0053,09/19/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.7
C-337354,8318,MT,48.9121,-105.3852,07/23/09,Planted/Cultivated,Small Grains,0-5,14.9
C-337356,8366,MT,48.1885,-111.3753,07/16/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.3
C-337357,8430,MT,44.8784,-113.2571,07/03/09,Shrubland,Shrubland,0-5,30.8
C-337358,8558,MT,47.3346,-108.7381,07/21/09,Planted/Cultivated,Pasture/Hay,0-5,18.3
C-337359,8574,MT,48.7373,-106.3301,07/23/09,Planted/Cultivated,Fallow,0-5,12.9
C-337361,8622,MT,47.1085,-111.0007,07/28/09,Forested Upland,Evergreen Forest,0-5,22.4
C-337362,8654,MT,45.251,-113.4548,07/06/09,Forested Upland,Evergreen Forest,0-5,21.2
C-337363,8686,MT,45.9156,-113.2202,07/06/09,Forested Upland,Evergreen Forest,0-5,24.7
C-338030,8750,MT,45.7299,-107.6847,09/18/09,Planted/Cultivated,Small Grains,0-5,42.1
C-337364,8766,MT,47.6284,-105.3384,07/25/09,Shrubland,Shrubland,0-5,10.7
C-337365,8814,MT,48.1773,-110.2017,07/18/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.1
C-337851,8878,MT,47.8875,-112.7047,07/15/09,Forested Upland,Evergreen Forest,0-5,20
C-338031,8894,MT,45.1749,-106.4135,09/25/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.1
C-337366,8942,MT,45.4251,-110.1853,08/03/09,Forested Upland,Evergreen Forest,0-5,16.3
C-337367,9006,MT,45.3573,-109.9008,07/31/09,Forested Upland,Evergreen Forest,0-5,18.3
C-337368,9022,MT,47.8642,-104.3072,07/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.1
C-337369,9038,MT,47.5991,-115.4562,07/08/09,Forested Upland,Evergreen Forest,0-5,56.4
C-337503,9070,MT,47.3628,-109.6513,07/21/09,Forested Upland,Evergreen Forest,0-5,16.6
C-337504,9102,MT,45.908,-113.7036,07/08/09,Forested Upland,Evergreen Forest,0-5,10.9
C-337505,9134,MT,47.1963,-113.4377,07/14/09,Forested Upland,Evergreen Forest,0-5,10.9
C-338032,9150,MT,46.7718,-104.7965,09/21/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.8
C-338033,9326,MT,46.6815,-108.1557,09/18/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.3
C-337506,9342,MT,48.9114,-105.883,07/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.1
C-337507,9390,MT,48.0714,-112.2412,07/15/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.3
C-337508,9454,MT,46.2265,-110.7361,08/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.2
C-337510,9582,MT,47.9524,-107.3004,07/22/09,Shrubland,Shrubland,0-5,22.4
C-337511,9646,MT,47.6663,-112.0164,07/16/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.3
C-338034,9662,MT,46.2119,-105.6772,09/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.7
C-337512,9710,MT,46.5373,-112.4597,07/07/09,Forested Upland,Evergreen Forest,0-5,40.3
C-338035,9774,MT,45.8925,-106.8207,09/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.7
C-338037,9790,MT,47.1482,-106.2779,09/21/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.3
C-337513,9838,MT,48.9175,-109.4041,07/18/09,Barren,Transitional,0-5,11
C-337514,9902,MT,48.2502,-113.7925,07/14/09,Forested Upland,Evergreen Forest,0-5,21.8
C-337515,10030,MT,46.672,-108.8594,07/31/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,19.5
C-337516,10046,MT,47.6907,-104.3375,07/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17
C-337517,10062,MT,48.2915,-115.5857,07/11/09,Forested Upland,Evergreen Forest,0-5,19.5
C-337519,10158,MT,44.6557,-112.7796,07/03/09,Forested Upland,Evergreen Forest,0-5,10.9
C-337520,10318,MT,46.9678,-114.0146,07/08/09,Forested Upland,Evergreen Forest,0-5,26
C-338038,10350,MT,46.2526,-107.3255,09/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.2
C-337852,10414,MT,48.9428,-111.4018,07/17/09,Forested Upland,Evergreen Forest,0-5,12.5
C-338039,10430,MT,45.1348,-104.5409,09/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.5
C-337521,10478,MT,45.9898,-111.5531,08/01/09,Shrubland,Shrubland,0-5,31.6
C-338040,10542,MT,45.0609,-106.8073,09/25/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15
C-338041,10606,MT,47.4966,-106.9301,09/20/09,Shrubland,Shrubland,0-5,19.5
C-337522,10670,MT,47.7469,-110.6991,07/20/09,Shrubland,Shrubland,0-5,16.9
C-338042,10686,MT,46.7077,-106.1897,09/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.1
C-337459,10734,MT,45.7152,-113.34,07/06/09,Forested Upland,Evergreen Forest,0-5,18.5
C-337460,10798,MT,45.6094,-108.5796,07/31/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.2
C-338043,10814,MT,47.8011,-105.6494,09/20/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17
C-337461,10862,MT,47.0572,-109.5058,07/21/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,19.5
C-337462,10926,MT,47.0947,-112.3641,07/14/09,Forested Upland,Evergreen Forest,0-5,35.7
C-338044,10942,MT,45.6407,-105.9789,09/25/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.3
C-337463,11054,MT,46.2878,-109.4986,07/30/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,19.6
C-337464,11070,MT,48.9835,-104.0919,07/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,9.3
C-337465,11086,MT,48.5818,-115.1118,07/11/09,Forested Upland,Evergreen Forest,0-5,22
C-337467,11118,MT,48.7457,-107.358,07/22/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.4
C-337468,11150,MT,46.2662,-113.7681,07/08/09,Forested Upland,Evergreen Forest,0-5,7.9
C-337469,11182,MT,45.5296,-111.8482,07/06/09,Forested Upland,Evergreen Forest,0-5,19.5
C-337470,11342,MT,46.7243,-114.1488,07/08/09,Forested Upland,Evergreen Forest,0-5,21.2
C-337471,11374,MT,47.9756,-108.1159,07/21/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.4
C-337472,11390,MT,48.7237,-105.4191,07/23/09,Planted/Cultivated,Pasture/Hay,0-5,15.4
C-337853,11438,MT,48.6633,-111.6868,07/17/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.4
C-338046,11454,MT,45.3642,-104.736,09/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.9
C-337474,11502,MT,46.327,-111.092,08/01/09,Forested Upland,Evergreen Forest,0-5,38.6
C-338047,11566,MT,45.287,-107.7893,09/17/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.4
C-337475,11630,MT,48.4052,-109.2686,07/18/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.2
C-337476,11694,MT,48.8426,-112.3294,07/16/09,Planted/Cultivated,Small Grains,0-5,15
C-338048,11710,MT,46.4834,-106.1527,09/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.8
C-337477,11822,MT,45.2003,-109.6347,07/31/09,Forested Upland,Evergreen Forest,0-5,18.2
C-337478,11838,MT,48.0573,-105.2254,07/25/09,Shrubland,Shrubland,0-5,12.1
C-337372,11886,MT,47.5851,-109.1723,07/21/09,Shrubland,Shrubland,0-5,20.1
C-337373,11950,MT,46.7857,-112.8498,07/07/09,Forested Upland,Evergreen Forest,0-5,25.2
C-338049,11966,MT,46.3318,-104.9999,09/22/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.3
C-337374,12078,MT,46.8149,-110.2869,07/29/09,Forested Upland,Evergreen Forest,0-5,27.1
C-337375,12142,MT,48.7203,-108.2036,07/22/09,Shrubland,Shrubland,0-5,19.7
C-338050,12398,MT,46.6701,-106.9592,09/19/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.3
C-337377,12414,MT,48.3387,-104.5728,07/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,9.9
C-337378,12462,MT,48.3075,-110.6545,07/17/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.7
C-337379,12526,MT,45.8632,-110.6821,08/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,19
C-338051,12654,MT,47.2547,-107.9471,09/19/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.1
C-337380,12718,MT,47.2578,-111.0411,07/28/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,23.6
C-337381,12782,MT,46.3279,-112.9026,07/07/09,Forested Upland,Evergreen Forest,0-5,59.7
C-337383,12846,MT,45.7865,-108.46,07/31/09,Shrubland,Shrubland,0-5,19.7
C-338052,12862,MT,47.486,-105.8748,09/21/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.8
C-337384,12910,MT,48.3232,-110.2894,07/18/09,Planted/Cultivated,Small Grains,0-5,13.9
C-337385,12974,MT,48.3522,-113.669,07/14/09,Forested Upland,Evergreen Forest,0-5,15.1
C-337386,13022,MT,48.6731,-115.5289,07/10/09,Forested Upland,Evergreen Forest,0-5,21.6
C-337387,13038,MT,45.5175,-110.1193,08/03/09,Forested Upland,Evergreen Forest,0-5,20.4
C-337388,13102,MT,45.4853,-109.7199,07/31/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.1
C-337389,13134,MT,47.8674,-115.4395,07/10/09,Forested Upland,Evergreen Forest,0-5,45.3
C-337390,13166,MT,47.2351,-110.2752,07/29/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,24.5
C-351413,44,NC,35.705,-79.5087,08/10/10,Forested Upland,Evergreen Forest,0-5,19.3
C-351363,108,NC,36.0013,-82.1385,07/07/10,Forested Upland,Mixed Forest,0-5,30
C-351364,364,NC,35.2213,-84.0331,07/22/10,Forested Upland,Mixed Forest,0-5,32.4
C-351365,668,NC,35.9424,-78.2646,08/15/10,Forested Upland,Evergreen Forest,0-5,36.6
C-351414,988,NC,34.947,-78.1911,07/30/10,Planted/Cultivated,Pasture/Hay,0-5,5.4
C-351415,1068,NC,35.2373,-79.7783,07/26/10,Forested Upland,Mixed Forest,0-5,11.1
C-351367,1132,NC,35.5518,-81.7409,07/24/10,Forested Upland,Evergreen Forest,0-5,32.9
C-351368,1388,NC,35.0018,-83.4259,07/22/10,Forested Upland,Deciduous Forest,0-5,22.9
C-351369,1436,NC,36.0795,-79.5413,08/14/10,Planted/Cultivated,Row Crops,0-5,11.6
C-351416,1692,NC,35.6286,-77.1287,07/31/10,Forested Upland,Mixed Forest,0-5,21.6
C-351370,1836,NC,35.8955,-80.1229,08/10/10,Planted/Cultivated,Pasture/Hay,0-5,35.4
C-351418,1972,NC,36.2006,-76.2947,08/19/10,Planted/Cultivated,Row Crops,0-5,13.3
C-351419,2012,NC,35.0145,-77.1322,08/01/10,Forested Upland,Deciduous Forest,0-5,21.5
C-351420,2092,NC,34.0793,-78.485,07/27/10,Planted/Cultivated,Row Crops,0-5,8.3
C-351371,2156,NC,35.6129,-82.5344,07/23/10,Forested Upland,Deciduous Forest,0-5,37.3
C-351372,2460,NC,36.4517,-78.8098,08/14/10,Planted/Cultivated,Pasture/Hay,0-5,15
C-351421,2716,NC,36.2922,-77.1499,08/15/10,Planted/Cultivated,Row Crops,0-5,30.1
C-351373,2860,NC,35.8427,-80.9691,08/11/10,Forested Upland,Deciduous Forest,0-5,27.4
C-351374,2924,NC,35.4113,-83.0008,07/23/10,Forested Upland,Deciduous Forest,0-5,24.8
C-351422,2996,NC,35.3233,-76.5996,08/01/10,Planted/Cultivated,Row Crops,0-5,18.5
C-351423,3036,NC,34.431,-77.6002,07/02/10,Forested Upland,Mixed Forest,0-5,5.7
C-351424,3484,NC,35.8419,-78.5527,08/09/10,Forested Upland,Deciduous Forest,0-5,50.9
C-351375,3740,NC,36.4715,-77.9202,08/15/10,Forested Upland,Deciduous Forest,0-5,21.5
C-351425,3884,NC,35.3371,-80.2652,07/24/10,Planted/Cultivated,Row Crops,0-5,27.4
C-351376,3996,NC,36.0925,-80.0996,08/14/10,Forested Upland,Deciduous Forest,0-5,22.5
C-351426,4060,NC,35.0295,-79.1988,07/26/10,Forested Upland,Mixed Forest,0-5,13.4
C-351427,4140,NC,35.6443,-79.1275,08/09/10,Forested Upland,Evergreen Forest,0-5,14.2
C-351377,4316,NC,36.3404,-80.9549,08/13/10,Forested Upland,Deciduous Forest,0-5,30.4
C-351379,4460,NC,35.1682,-83.8144,07/22/10,Forested Upland,Mixed Forest,0-5,32.1
C-351380,4572,NC,36.4879,-81.4276,07/06/10,Forested Upland,Mixed Forest,0-5,31.4
C-351381,4764,NC,36.1868,-78.0676,08/15/10,Forested Upland,Deciduous Forest,0-5,10.1
C-351429,5084,NC,35.0514,-78.3224,07/30/10,Developed,Low Intensity Residential,0-5,14.2
C-351430,5164,NC,35.0088,-79.7536,07/26/10,Forested Upland,Mixed Forest,0-5,12.9
C-351382,5228,NC,35.5139,-81.6588,07/24/10,Forested Upland,Mixed Forest,0-5,31.8
C-351383,5484,NC,35.222,-83.3136,07/22/10,Planted/Cultivated,Pasture/Hay,0-5,31.4
C-351341,5532,NC,36.3836,-79.6486,08/14/10,Forested Upland,Mixed Forest,0-5,43.3
C-351431,5788,NC,35.7456,-77.4192,07/31/10,Forested Upland,Mixed Forest,0-5,17.3
C-351342,5932,NC,36.155,-80.7449,08/13/10,Forested Upland,Deciduous Forest,0-5,28.7
C-351432,6068,NC,35.8701,-76.321,08/15/10,Forested Upland,Deciduous Forest,0-5,24.3
C-351433,6108,NC,34.954,-77.5624,08/01/10,Planted/Cultivated,Row Crops,0-5,9.1
C-351434,6188,NC,34.0646,-78.3496,07/27/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,8.7
C-351435,6252,NC,36.1431,-81.5613,08/11/10,Forested Upland,Mixed Forest,0-5,21.1
C-351436,6956,NC,35.0002,-80.8364,07/24/10,Forested Upland,Deciduous Forest,0-5,8.2
C-351343,7020,NC,35.7608,-83.1071,07/23/10,Forested Upland,Mixed Forest,0-5,26.2
C-351437,7092,NC,35.788,-76.1966,08/15/10,Planted/Cultivated,Row Crops,0-5,14.7
C-352000,7132,NC,34.7862,-78.654,07/27/10,Forested Upland,Evergreen Forest,0-5,9.1
C-351344,7580,NC,36.3175,-78.5714,08/14/10,Forested Upland,Deciduous Forest,0-5,20.8
C-352001,7900,NC,35.3591,-78.3047,07/30/10,Planted/Cultivated,Row Crops,0-5,11.4
C-352002,7980,NC,34.9835,-80.4556,07/25/10,Forested Upland,Mixed Forest,0-5,24.6
C-351345,8092,NC,36.3007,-80.0686,08/13/10,Forested Upland,Deciduous Forest,0-5,23.5
C-352003,8156,NC,35.6802,-79.0862,08/09/10,Forested Upland,Deciduous Forest,0-5,18.8
C-351346,8236,NC,35.5887,-79.7286,08/10/10,Forested Upland,Mixed Forest,0-5,10.4
C-352004,8300,NC,35.2126,-82.0204,07/24/10,Forested Upland,Deciduous Forest,0-5,19.2
C-351348,8556,NC,35.1944,-84.1135,07/21/10,Planted/Cultivated,Pasture/Hay,0-5,19.6
C-351349,8668,NC,36.3643,-81.6599,07/07/10,Planted/Cultivated,Pasture/Hay,0-5,19.9
C-352005,8860,NC,35.7738,-77.6653,07/31/10,Forested Upland,Mixed Forest,0-5,22
C-351350,9004,NC,35.8765,-80.4729,08/10/10,Forested Upland,Deciduous Forest,0-5,50.1
C-352007,9140,NC,35.0418,-76.6745,08/01/10,Developed,Low Intensity Residential,0-5,13.1
C-352008,9180,NC,34.8174,-78.5278,07/27/10,Forested Upland,Evergreen Forest,0-5,1.5
C-352009,9260,NC,34.4542,-78.4475,07/27/10,Forested Upland,Evergreen Forest,0-5,11.2
C-351351,9324,NC,35.5259,-82.2856,07/23/10,Forested Upland,Deciduous Forest,0-5,23.4
C-352010,9772,NC,34.8452,-80.3654,07/25/10,Planted/Cultivated,Row Crops,0-5,19.4
C-352011,9884,NC,36.0974,-77.0685,08/15/10,Forested Upland,Deciduous Forest,0-5,15.4
C-351352,10028,NC,36.0465,-81.0887,08/12/10,Forested Upland,Deciduous Forest,0-5,114
C-352012,10164,NC,36.3502,-76.3874,08/19/10,Planted/Cultivated,Row Crops,0-5,12.7
C-352013,10204,NC,35.4926,-77.6571,07/31/10,Planted/Cultivated,Row Crops,0-5,14.1
C-352014,10284,NC,34.0128,-77.9083,07/29/10,Forested Upland,Evergreen Forest,0-5,4.3
C-351353,10348,NC,35.9649,-81.5831,08/11/10,Forested Upland,Deciduous Forest,0-5,24.1
C-352015,11052,NC,35.4844,-80.7149,07/25/10,Forested Upland,Mixed Forest,0-5,19.3
C-352017,11188,NC,35.8191,-76.5209,08/15/10,Planted/Cultivated,Row Crops,0-5,16.4
C-352018,11228,NC,35.0744,-78.6056,07/30/10,Forested Upland,Evergreen Forest,0-5,21.4
C-352019,11308,NC,34.5852,-78.8885,07/26/10,Planted/Cultivated,Row Crops,0-5,16.9
C-351355,11676,NC,35.8885,-79.0346,08/09/10,Forested Upland,Deciduous Forest,0-5,22.7
C-352020,11996,NC,35.5809,-78.1923,07/31/10,Planted/Cultivated,Row Crops,0-5,8.2
C-352021,12076,NC,35.4403,-80.5821,07/25/10,Forested Upland,Deciduous Forest,0-5,17.7
C-351356,12188,NC,36.5189,-80.1605,08/13/10,Planted/Cultivated,Pasture/Hay,0-5,26.8
C-352022,12252,NC,35.2346,-78.7395,07/30/10,Forested Upland,Mixed Forest,0-5,13.2
C-352023,12332,NC,35.0099,-79.5869,07/26/10,Forested Upland,Evergreen Forest,0-5,14.1
C-351357,12396,NC,35.3869,-81.7389,07/24/10,Planted/Cultivated,Pasture/Hay,0-5,23.1
C-351358,12652,NC,35.2697,-83.0881,07/22/10,Forested Upland,Deciduous Forest,0-5,12
C-351359,12700,NC,36.1737,-78.9766,08/14/10,Planted/Cultivated,Pasture/Hay,0-5,23.9
C-352024,12956,NC,35.7533,-77.2084,07/31/10,Planted/Cultivated,Row Crops,0-5,11.4
C-351360,13100,NC,35.5693,-79.9027,08/10/10,Forested Upland,Deciduous Forest,0-5,13.4
C-340404,62,ND,48.676,-101.8466,07/29/09,Planted/Cultivated,Row Crops,0-5,11.9
C-340432,153,ND,48.2138,-98.1167,08/26/09,Planted/Cultivated,Pasture/Hay,0-5,18.9
C-322987,190,ND,46.1901,-102.7869,07/24/08,Planted/Cultivated,Pasture/Hay,0-5,14.6
C-340408,318,ND,48.0748,-102.1294,09/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.1
C-323109,345,ND,46.2332,-99.8157,08/19/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,15
C-340443,409,ND,48.6129,-98.9938,07/02/09,Planted/Cultivated,Small Grains,0-5,12.8
C-339134,601,ND,46.7538,-98.3349,07/02/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.1
C-340428,1086,ND,47.5521,-103.2109,07/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.5
C-339125,1177,ND,47.2173,-97.9929,07/24/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.3
C-322837,1214,ND,47.0949,-102.43,09/18/08,Planted/Cultivated,Small Grains,0-5,12.2
C-340216,1342,ND,48.2466,-100.3032,06/03/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,8.9
C-321845,1369,ND,47.038,-99.9324,07/16/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.3
C-323104,1406,ND,46.3726,-100.0588,08/06/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,14
C-323484,1625,ND,48.2064,-99.7359,10/24/08,Planted/Cultivated,Small Grains,0-5,12.7
C-339127,1817,ND,46.0731,-98.4004,07/21/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.3
C-340444,1881,ND,48.7206,-97.5585,06/24/09,Planted/Cultivated,Row Crops,0-5,11.7
C-322994,1918,ND,46.064,-102.019,11/04/08,Planted/Cultivated,Pasture/Hay,0-5,12
C-340421,1982,ND,47.0995,-103.7399,05/04/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.8
C-340405,2030,ND,48.4601,-101.7209,07/30/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.7
C-340222,2110,ND,47.7366,-102.5869,10/09/09,Planted/Cultivated,Pasture/Hay,0-5,13.5
C-339141,2201,ND,47.3047,-97.3642,06/05/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14
C-321828,2366,ND,47.3533,-100.4822,07/14/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.1
C-339136,2393,ND,46.5721,-97.0027,05/18/09,Planted/Cultivated,Row Crops,0-5,10.5
C-340221,2430,ND,46.7921,-101.2783,10/09/09,Planted/Cultivated,Fallow,0-5,14.8
C-323481,2649,ND,48.1045,-98.6624,08/16/08,Planted/Cultivated,Pasture/Hay,0-5,13.8
C-340423,2878,ND,47.5444,-103.6253,06/30/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15
C-340426,3006,ND,46.4264,-103.5997,10/27/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.8
C-323121,3054,ND,48.6696,-103.624,10/01/08,Planted/Cultivated,Small Grains,0-5,13.3
C-323114,3134,ND,48.1075,-103.3851,09/29/08,Planted/Cultivated,Fallow,0-5,14.5
C-340413,3161,ND,47.1145,-99.043,07/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.6
C-340223,3390,ND,47.3665,-101.4205,10/08/09,Planted/Cultivated,Small Grains,0-5,13.8
C-323108,3417,ND,46.7031,-97.5609,10/15/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,14
C-321832,3454,ND,46.9366,-100.4467,07/02/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.5
C-321824,3673,ND,47.3582,-99.4051,07/01/08,Planted/Cultivated,Row Crops,0-5,12.3
C-322839,3710,ND,46.089,-101.83,11/04/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.5
C-322853,3966,ND,46.7481,-102.5248,09/10/08,Planted/Cultivated,Small Grains,0-5,25.1
C-340442,4249,ND,48.37,-97.7849,08/26/09,Planted/Cultivated,Row Crops,0-5,9.1
C-322842,4286,ND,46.264,-101.828,11/04/08,Planted/Cultivated,Small Grains,0-5,16.4
C-340409,4414,ND,48.341,-100.8277,10/28/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.5
C-323118,4441,ND,46.6208,-99.4402,08/13/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.8
C-340440,4505,ND,48.9194,-99.1185,07/02/09,Planted/Cultivated,Pasture/Hay,0-5,10.8
C-339133,4697,ND,47.1102,-98.4553,07/24/09,Planted/Cultivated,Row Crops,0-5,13.3
C-340231,5102,ND,48.6671,-100.7553,06/02/09,Planted/Cultivated,Pasture/Hay,0-5,12.6
C-340424,5182,ND,47.7735,-103.0404,06/30/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,18
C-323107,5209,ND,46.0954,-97.182,10/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.5
C-339139,5273,ND,47.871,-97.554,09/15/09,Planted/Cultivated,Row Crops,0-5,11.7
C-322993,5310,ND,46.945,-102.2656,09/18/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,15
C-340411,5438,ND,47.8942,-101.0367,10/22/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.8
C-321833,5465,ND,46.8112,-99.3372,07/16/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.2
C-323111,5502,ND,46.256,-100.4598,08/09/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.8
C-323482,5721,ND,48.3756,-99.3652,07/30/08,Planted/Cultivated,Row Crops,0-5,14.8
C-323112,5758,ND,46.0772,-100.4426,08/06/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.8
C-340429,5950,ND,47.3077,-103.6146,07/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.7
C-340437,5977,ND,48.8762,-97.9825,06/24/09,Planted/Cultivated,Pasture/Hay,0-5,15.4
C-340230,6126,ND,48.4587,-100.8196,06/02/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,8.6
C-340224,6206,ND,47.2991,-102.2056,10/08/09,Planted/Cultivated,Small Grains,0-5,15.2
C-339138,6233,ND,46.5149,-98.463,07/21/09,Planted/Cultivated,Row Crops,0-5,14.5
C-339131,6297,ND,47.4195,-97.0655,05/22/09,Planted/Cultivated,Row Crops,0-5,15.2
C-340233,6462,ND,47.6462,-100.9712,06/03/09,Planted/Cultivated,Pasture/Hay,0-5,12.2
C-339135,6489,ND,46.6198,-98.3056,07/21/09,Planted/Cultivated,Row Crops,0-5,15.4
