Top5_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,Top5_Depth,Top5_Pb
C-328761,12000,FL,28.325,-81.2213,02/11/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,2.4
C-328684,12256,FL,25.9657,-80.1741,02/07/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,8.4
C-328769,12320,FL,30.6792,-85.6362,02/16/09,Planted/Cultivated,Row Crops,0-5,8.1
C-328611,12336,FL,25.1918,-80.357,02/05/09,Forested Upland,Mixed Forest,0-5,20.8
C-328762,12704,FL,30.2252,-82.5138,02/13/09,Forested Upland,Evergreen Forest,0-5,1.7
C-328619,12768,FL,28.5967,-81.8893,02/11/09,Non-Natural Woody,Orchards/Vineyards/Tree Farm,0-5,5
C-328610,13024,FL,27.7247,-81.6282,02/10/09,Forested Upland,Evergreen Forest,0-5,6
C-328120,160,GA,32.2704,-81.3716,03/04/09,Developed,Low Intensity Residential,0-5,8.9
C-328081,464,GA,33.6933,-84.5927,03/03/09,Developed,Low Intensity Residential,0-5,29.8
C-328110,544,GA,31.8844,-84.7292,03/10/09,Planted/Cultivated,Pasture/Hay,0-5,7.7
C-328082,672,GA,30.823,-82.8522,03/09/09,Planted/Cultivated,Pasture/Hay,0-5,3.7
C-328102,720,GA,33.8041,-84.8897,03/03/09,Forested Upland,Mixed Forest,0-5,10.6
C-328116,864,GA,33.3594,-82.8837,03/04/09,Forested Upland,Evergreen Forest,0-5,24.7
C-328026,976,GA,32.7967,-84.2864,03/06/09,Forested Upland,Mixed Forest,0-5,19.7
C-328106,1056,GA,30.8109,-84.8918,03/10/09,Developed,Low Intensity Residential,0-5,20.4
C-327985,1184,GA,32.2425,-82.0065,03/05/09,Developed,Low Intensity Residential,0-5,8.5
C-328041,1568,GA,31.8935,-83.6877,03/10/09,Developed,Low Intensity Residential,0-5,7
C-328002,1696,GA,31.628,-83.4223,03/10/09,Developed,Low Intensity Residential,0-5,11.9
C-328072,1744,GA,33.3294,-85.2325,03/03/09,Forested Upland,Evergreen Forest,0-5,11.1
C-328121,1888,GA,31.9367,-82.8017,03/07/09,Planted/Cultivated,Row crops,0-5,7.3
C-327977,2000,GA,32.3134,-84.7742,03/06/09,Developed,Low Intensity Residential,0-5,17
C-327984,2208,GA,32.763,-82.0166,03/05/09,Planted/Cultivated,Pasture/Hay,0-5,8.7
C-327980,2256,GA,33.111,-83.4908,03/05/09,Forested Upland,Evergreen Forest,0-5,28.8
C-328038,2412,GA,34.4683,-84.4829,02/28/09,Forested Upland,Deciduous Forest,0-5,21.3
C-328123,2464,GA,31.0355,-83.2649,03/09/09,Planted/Cultivated,Pasture/Hay,0-5,15.5
C-328132,2512,GA,34.3951,-85.2298,02/27/09,Developed,Low Intensity Residential,0-5,11.9
C-328085,2592,GA,31.4873,-84.8607,03/10/09,Developed,Low Intensity Residential,0-5,44.7
C-328034,2656,GA,33.2092,-82.3587,03/04/09,Developed,Low Intensity Residential,0-5,5.1
C-328043,2912,GA,32.5937,-82.2415,03/05/09,Developed,Low Intensity Residential,0-5,8.5
C-328096,3024,GA,32.3189,-84.2203,03/06/09,Planted/Cultivated,Row crops,0-5,8.3
C-328122,3180,GA,34.6147,-83.4232,02/28/09,Forested Upland,Deciduous Forest,0-5,24.5
C-327999,3280,GA,34.1094,-83.9357,02/28/09,Developed,Low Intensity Residential,0-5,38.5
C-327983,3360,GA,30.8963,-84.4049,03/11/09,Planted/Cultivated,Pasture/Hay,0-5,7.2
C-328103,3436,GA,34.9233,-85.5628,02/27/09,Developed,Low Intensity Residential,0-5,13.1
C-327995,3488,GA,31.4615,-82.5845,03/07/09,Planted/Cultivated,Row crops,0-5,5.3
C-328091,3936,GA,32.6712,-82.7933,03/05/09,Developed,Low Intensity Residential,0-5,2.7
C-327988,4560,GA,33.6865,-84.037,03/04/09,Developed,Low Intensity Residential,0-5,38.7
C-328099,4640,GA,31.7366,-84.6235,03/10/09,Planted/Cultivated,Row crops,0-5,24.4
C-328109,4768,GA,31.5555,-83.212,03/10/09,Developed,Low Intensity Residential,0-5,5.9
C-328027,4960,GA,33.572,-82.9533,03/04/09,Developed,Low Intensity Residential,0-5,15.8
C-328071,5024,GA,31.1302,-81.8595,03/09/09,Developed,Low Intensity Residential,0-5,20.9
C-328035,5072,GA,32.8572,-83.9318,03/06/09,Forested Upland,Mixed Forest,0-5,17.8
C-328074,5280,GA,32.6338,-81.5207,03/04/09,Developed,Low Intensity Residential,0-5,4.8
C-328129,5584,GA,34.4748,-85.282,02/27/09,Forested Upland,Deciduous Forest,0-5,23.3
C-328115,5664,GA,31.8164,-84.113,03/10/09,Planted/Cultivated,Pasture/Hay,0-5,13
C-328077,5728,GA,33.8277,-82.47,02/28/09,Forested Upland,Evergreen Forest,0-5,10.4
C-327989,5840,GA,32.8565,-85.0364,03/06/09,Planted/Cultivated,Pasture/Hay,0-5,10.2
C-328080,5984,GA,32.6603,-82.1995,03/05/09,Developed,Low Intensity Residential,0-5,6.7
C-328113,6096,GA,32.2387,-84.5338,03/06/09,Planted/Cultivated,Row crops,0-5,4.5
C-328033,6176,GA,30.7233,-83.9138,03/11/09,Forested Upland,Evergreen Forest,0-5,6.4
C-328000,6304,GA,31.8527,-81.255,03/07/09,Forested Upland,Mixed Forest,0-5,25.9
C-327987,6352,GA,33.732,-83.8514,03/04/09,Developed,Low Intensity Residential,0-5,23.6
C-328130,6508,GA,34.7178,-84.713,02/27/09,Forested Upland,Mixed Forest,0-5,7
C-328045,6560,GA,30.7811,-83.158,03/09/09,Developed,Low Intensity Residential,0-5,3.5
C-328086,6608,GA,34.3627,-84.7396,03/27/09,Planted/Cultivated,Pasture/Hay,0-5,31
C-328078,6752,GA,33.1098,-82.1885,03/04/09,Planted/Cultivated,Pasture/Hay,0-5,9.5
C-328070,7008,GA,32.343,-83.1491,03/06/09,Forested Upland,Evergreen Forest,0-5,7
C-328092,7072,GA,30.9971,-81.9603,03/09/09,Developed,Low Intensity Residential,0-5,3.6
C-327981,7120,GA,32.4336,-83.8865,03/06/09,Planted/Cultivated,Pasture/Hay,0-5,7.6
C-328030,7276,GA,34.2749,-83.2362,02/28/09,Planted/Cultivated,Pasture/Hay,0-5,14.6
C-328125,7376,GA,33.6503,-83.2592,03/04/09,Forested Upland,Evergreen Forest,0-5,29.5
C-327993,7456,GA,30.866,-84.0304,03/11/09,Forested Upland,Evergreen Forest,0-5,6.5
C-327991,7520,GA,33.0154,-81.9055,03/04/09,Forested Upland,Evergreen Forest,0-5,6
C-328114,7532,GA,34.8042,-85.4684,02/27/09,Planted/Cultivated,Pasture/Hay,0-5,11
C-328095,7584,GA,31.1627,-82.4239,03/09/09,Developed,Low Intensity Residential,0-5,3.5
C-328100,7840,GA,30.3922,-82.1786,03/09/09,Planted/Cultivated,Pasture/Hay,0-5,6.3
C-328079,8032,GA,32.7419,-83.1647,03/05/09,Developed,Low Intensity Residential,0-5,22.8
C-328087,8352,GA,31.8562,-81.7293,03/07/09,Forested Upland,Evergreen Forest,0-5,6.2
C-328076,8656,GA,33.3986,-84.4361,03/03/09,Planted/Cultivated,Fallow,0-5,16.6
C-328127,8736,GA,31.5872,-84.061,03/10/09,Planted/Cultivated,Fallow,0-5,21.8
C-328036,8864,GA,31.6333,-83.6128,03/10/09,Planted/Cultivated,Row crops,0-5,5.6
C-328098,9056,GA,32.1946,-82.8312,03/07/09,Developed,Low Intensity Residential,0-5,4.6
C-328126,9120,GA,31.496,-82.0381,03/07/09,Developed,Low Intensity Residential,0-5,6.9
C-328001,9168,GA,32.8098,-83.5151,03/05/09,Developed,Low Intensity Residential,0-5,14.4
C-328093,9376,GA,32.3494,-81.9418,03/05/09,Developed,Low Intensity Residential,0-5,10.7
C-327996,9580,GA,34.3569,-84.1412,02/28/09,Forested Upland,Evergreen Forest,0-5,32.2
C-328101,9760,GA,30.9548,-84.6111,03/10/09,Forested Upland,Evergreen Forest,0-5,6
C-327979,9824,GA,34.1522,-83.0924,02/28/09,Planted/Cultivated,Pasture/Hay,0-5,21.8
C-327994,10080,GA,32.651,-82.4204,03/05/09,Developed,Low Intensity Residential,0-5,53
C-328128,10144,GA,31.4664,-81.3672,03/09/09,Developed,Low Intensity Residential,0-5,19.3
C-327992,10192,GA,32.4803,-84.3115,03/06/09,Planted/Cultivated,Fallow,0-5,4.7
C-328031,10400,GA,32.0196,-81.2651,03/07/09,Planted/Cultivated,Pasture/Hay,0-5,7.4
C-328088,10448,GA,34.2936,-84.4965,02/28/09,Forested Upland,Deciduous Forest,0-5,34.9
C-328073,10604,GA,34.5862,-85.0297,02/27/09,Planted/Cultivated,Fallow,0-5,21.4
C-328131,10656,GA,30.8132,-83.6676,03/11/09,Planted/Cultivated,Pasture/Hay,0-5,6.2
C-328032,10848,GA,33.1445,-82.5223,03/04/09,Planted/Cultivated,Row crops,0-5,5.2
C-328107,11104,GA,32.0406,-83.1038,03/07/09,Planted/Cultivated,Row crops,0-5,4.7
C-328094,11168,GA,30.7394,-82.0741,03/09/09,Forested Upland,Mixed Forest,0-5,4.8
C-328104,11216,GA,32.368,-83.6587,03/06/09,Planted/Cultivated,Pasture/Hay,0-5,14.7
C-328037,11472,GA,34.2618,-83.7891,02/28/09,Forested Upland,Deciduous Forest,0-5,21.9
C-328117,11552,GA,31.1434,-83.9273,03/11/09,Developed,Low Intensity Residential,0-5,14.1
C-328108,11680,GA,31.1163,-82.5787,03/09/09,Planted/Cultivated,Row crops,0-5,7.5
C-327978,11728,GA,33.6123,-84.965,03/03/09,Forested Upland,Mixed Forest,0-5,25.1
C-328084,11872,GA,33.6342,-82.2998,02/28/09,Forested Upland,Mixed Forest,0-5,29.4
C-327998,11984,GA,32.9053,-84.7239,03/06/09,Planted/Cultivated,Pasture/Hay,0-5,18.3
C-328119,12128,GA,32.4501,-83.0783,03/07/09,Forested Upland,Deciduous Forest,0-5,6.4
C-328028,12448,GA,31.8051,-82.132,03/07/09,Developed,Low Intensity Residential,0-5,11.7
C-328042,12752,GA,33.2886,-84.2136,03/03/09,Developed,Low Intensity Residential,0-5,27.8
C-327986,12832,GA,31.7467,-84.3179,03/10/09,Developed,Low Intensity Residential,0-5,12.2
C-328044,12960,GA,31.4221,-83.2474,03/10/09,Forested Upland,Evergreen Forest,0-5,4.1
C-328040,13152,GA,31.8666,-82.5703,03/07/09,Developed,Low Intensity Residential,0-5,7.4
C-348384,88,IA,41.2947,-95.7986,05/21/10,Planted/Cultivated,Pasture/Hay,0-5,23.2
C-349756,280,IA,43.0349,-95.742,07/07/10,Planted/Cultivated,Row Crops,0-5,23.4
C-349018,536,IA,41.6022,-95.9683,06/16/10,Planted/Cultivated,Row Crops,0-5,25.9
C-349848,616,IA,42.865,-91.7681,07/02/10,Forested Upland,Deciduous Forest,0-5,24.4
C-348368,744,IA,41.5214,-93.3387,05/24/10,Planted/Cultivated,Pasture/Hay,0-5,18.6
C-348378,792,IA,40.8216,-94.9159,05/22/10,Planted/Cultivated,Row Crops,0-5,21.8
C-349777,872,IA,42.93,-92.6153,07/09/10,Planted/Cultivated,Row Crops,0-5,17.2
C-346678,1000,IA,41.9488,-91.9957,05/27/10,Planted/Cultivated,Row Crops,0-5,19.7
C-349769,1048,IA,42.739,-94.8942,07/08/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,22.1
C-348373,1112,IA,41.3816,-94.4418,05/23/10,Forested Upland,Mixed Forest,0-5,29.9
C-349754,1304,IA,43.3001,-95.7426,07/07/10,Planted/Cultivated,Row Crops,0-5,19.6
C-349003,1768,IA,41.4357,-91.8686,06/30/10,Planted/Cultivated,Row Crops,0-5,21.3
C-349776,1896,IA,43.061,-92.9734,07/09/10,Planted/Cultivated,Row Crops,0-5,16.9
C-349016,2136,IA,42.3839,-95.3421,06/16/10,Planted/Cultivated,Row Crops,0-5,22.5
C-346686,2280,IA,40.6196,-91.9232,05/25/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,32.5
C-349755,2328,IA,43.1556,-96.3566,07/06/10,Planted/Cultivated,Row Crops,0-5,21.7
C-348997,2536,IA,41.7914,-92.7582,06/30/10,Planted/Cultivated,Row Crops,0-5,48.5
C-349009,2792,IA,41.867,-91.4037,07/01/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,31.9
C-346682,2920,IA,42.5288,-92.3988,05/26/10,Forested Upland,Deciduous Forest,0-5,28.9
C-349007,2984,IA,42.004,-90.6698,07/01/10,Planted/Cultivated,Row Crops,0-5,20
C-349765,3096,IA,43.1914,-94.8568,07/07/10,Planted/Cultivated,Row Crops,0-5,18.9
C-349020,3160,IA,41.808,-95.3095,06/17/10,Planted/Cultivated,Row Crops,0-5,25.3
C-348369,3304,IA,41.0053,-93.4825,05/23/10,Forested Upland,Deciduous Forest,0-5,25.7
C-349750,3432,IA,43.1686,-91.5874,07/02/10,Planted/Cultivated,Row Crops,0-5,17.9
C-349023,3560,IA,42.0864,-93.7571,06/17/10,Planted/Cultivated,Row Crops,0-5,17.1
C-348376,3608,IA,40.8389,-94.5436,05/22/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.5
C-349012,4376,IA,42.7105,-95.9785,06/16/10,Planted/Cultivated,Row Crops,0-5,21.2
C-346689,4584,IA,40.7257,-92.5369,05/24/10,Planted/Cultivated,Row Crops,0-5,24.7
C-349017,4632,IA,41.6897,-95.7795,06/16/10,Planted/Cultivated,Row Crops,0-5,16.1
C-346676,4712,IA,42.4206,-91.4252,05/27/10,Planted/Cultivated,Row Crops,0-5,17.2
C-346680,4840,IA,42.1068,-92.4524,05/26/10,Planted/Cultivated,Row Crops,0-5,19.6
C-348383,4888,IA,41.2588,-95.2893,05/21/10,Planted/Cultivated,Row Crops,0-5,19.6
C-349779,4968,IA,43.4956,-92.6138,07/09/10,Planted/Cultivated,Row Crops,0-5,21.2
C-349763,5144,IA,43.1286,-94.227,07/07/10,Planted/Cultivated,Row Crops,0-5,15.7
C-348374,5208,IA,41.4373,-94.1312,05/23/10,Planted/Cultivated,Pasture/Hay,0-5,33.7
C-346683,5352,IA,40.9751,-91.4096,05/25/10,Planted/Cultivated,Row Crops,0-5,35.7
C-349759,5400,IA,43.4251,-95.3068,07/07/10,Planted/Cultivated,Row Crops,0-5,14.2
C-346674,5480,IA,42.7866,-91.1935,05/27/10,Planted/Cultivated,Row Crops,0-5,19.6
C-349014,5656,IA,42.474,-95.7951,06/16/10,Planted/Cultivated,Row Crops,0-5,8.4
C-349002,5864,IA,41.4439,-91.9454,06/30/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,38.2
C-348377,5912,IA,40.5964,-94.4328,05/22/10,Planted/Cultivated,Row Crops,0-5,17.5
C-346681,5992,IA,42.7142,-92.2813,05/26/10,Planted/Cultivated,Row Crops,0-5,28.3
C-349764,6168,IA,43.0131,-94.4244,07/07/10,Planted/Cultivated,Pasture/Hay,0-5,23.3
C-349770,6232,IA,42.4478,-94.7458,07/08/10,Planted/Cultivated,Row Crops,0-5,28.6
C-346687,6376,IA,41.0466,-92.18,05/25/10,Planted/Cultivated,Row Crops,0-5,23.2
C-348367,6632,IA,41.3027,-92.8482,05/24/10,Planted/Cultivated,Row Crops,0-5,21.6
C-348380,6680,IA,40.6123,-95.3527,05/22/10,Forested Upland,Deciduous Forest,0-5,28.8
C-346679,6888,IA,42.0991,-91.4318,05/27/10,Planted/Cultivated,Row Crops,0-5,21.6
C-349775,7016,IA,42.9379,-93.7079,07/09/10,Planted/Cultivated,Row Crops,0-5,19
C-349760,7192,IA,43.3177,-95.1115,07/07/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,23.8
C-349022,7256,IA,42.1953,-94.2596,06/17/10,Planted/Cultivated,Row Crops,0-5,22.1
C-349751,7528,IA,43.3371,-91.6546,07/02/10,Planted/Cultivated,Row Crops,0-5,17.3
C-348995,7656,IA,42.2749,-93.0224,06/29/10,Forested Upland,Deciduous Forest,0-5,16.1
C-348371,7704,IA,41.0759,-93.956,05/23/10,Planted/Cultivated,Row Crops,0-5,27.8
C-349004,7912,IA,41.2927,-91.284,07/01/10,Planted/Cultivated,Fallow,0-5,23
C-349768,8216,IA,42.8066,-95.2777,07/08/10,Planted/Cultivated,Pasture/Hay,0-5,18.3
C-348381,8280,IA,40.8783,-95.603,05/21/10,Planted/Cultivated,Row Crops,0-5,18
C-349752,8472,IA,43.448,-96.0558,07/07/10,Planted/Cultivated,Row Crops,0-5,23.3
C-346688,8680,IA,40.9783,-92.5982,05/25/10,Planted/Cultivated,Row Crops,0-5,24.3
C-349000,8936,IA,41.8147,-92.6902,06/30/10,Planted/Cultivated,Pasture/Hay,0-5,21.2
C-348382,8984,IA,40.942,-95.3097,05/21/10,Planted/Cultivated,Row Crops,0-5,22.4
C-349778,9064,IA,43.299,-92.915,07/09/10,Planted/Cultivated,Row Crops,0-5,25.2
C-349762,9240,IA,43.4156,-94.0473,07/07/10,Planted/Cultivated,Row Crops,0-5,22.9
C-349021,9304,IA,42.0334,-94.7265,06/17/10,Planted/Cultivated,Row Crops,0-5,20
C-346685,9448,IA,40.6756,-91.3687,05/25/10,Planted/Cultivated,Row Crops,0-5,24
C-349011,9496,IA,42.7214,-96.3718,06/16/10,Planted/Cultivated,Pasture/Hay,0-5,19.7
C-346675,9576,IA,42.5216,-90.9764,05/27/10,Planted/Cultivated,Row Crops,0-5,20
C-349001,9960,IA,41.4857,-92.1547,06/30/10,Planted/Cultivated,Row Crops,0-5,26.3
C-348996,10088,IA,42.3942,-92.8846,06/29/10,Planted/Cultivated,Row Crops,0-5,20.2
C-349772,10264,IA,42.4852,-94.4805,07/08/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,24.3
C-349019,10328,IA,41.5629,-95.307,06/17/10,Planted/Cultivated,Row Crops,0-5,20.3
C-348370,10472,IA,40.7298,-93.6139,05/23/10,Planted/Cultivated,Row Crops,0-5,44.9
C-349753,10520,IA,43.4148,-96.1162,07/06/10,Planted/Cultivated,Pasture/Hay,0-5,19.5
C-346673,10600,IA,42.8571,-91.2309,05/27/10,Planted/Cultivated,Row Crops,0-5,19.4
C-348993,10728,IA,42.024,-93.2704,06/29/10,Planted/Cultivated,Row Crops,0-5,21.5
C-349008,10984,IA,41.7961,-90.9513,07/01/10,Planted/Cultivated,Row Crops,0-5,19
C-349773,11112,IA,42.6176,-93.3415,07/08/10,Planted/Cultivated,Row Crops,0-5,20
C-349005,11176,IA,41.477,-90.6976,07/01/10,Planted/Cultivated,Row Crops,0-5,35
C-349761,11288,IA,43.4358,-94.6591,07/07/10,Planted/Cultivated,Row Crops,0-5,17.7
C-349771,11352,IA,42.4593,-94.4574,07/08/10,Planted/Cultivated,Row Crops,0-5,21.7
C-346690,11496,IA,40.6203,-92.4559,05/24/10,Planted/Cultivated,Row Crops,0-5,29.9
C-349749,11624,IA,43.134,-91.7236,07/02/10,Planted/Cultivated,Fallow,0-5,29.5
C-348994,11752,IA,41.7159,-93.2207,06/29/10,Planted/Cultivated,Row Crops,0-5,23.4
C-348375,11800,IA,41.1434,-94.5607,05/23/10,Planted/Cultivated,Pasture/Hay,0-5,29.8
C-349010,12008,IA,41.7972,-91.572,07/01/10,Planted/Cultivated,Row Crops,0-5,20.6
C-349767,12312,IA,42.8817,-95.1293,07/08/10,Forested Upland,Deciduous Forest,0-5,18
C-349780,12376,IA,41.6454,-93.9426,06/29/10,Planted/Cultivated,Pasture/Hay,0-5,18.6
C-349758,12568,IA,43.3401,-95.2897,07/06/10,Planted/Cultivated,Row Crops,0-5,28.1
C-346691,12776,IA,40.7173,-92.9936,05/24/10,Planted/Cultivated,Row Crops,0-5,22.6
C-349015,12824,IA,42.3856,-95.4784,06/16/10,Planted/Cultivated,Row Crops,0-5,15.8
C-348999,13032,IA,41.7919,-92.6185,06/30/10,Planted/Cultivated,Row Crops,0-5,29.3
C-327671,222,ID,48.6726,-116.4303,06/17/09,Planted/Cultivated,Row Crops,0-5,20.5
C-327672,399,ID,42.9154,-115.9368,06/13/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14
C-327673,462,ID,44.8115,-113.9724,06/19/09,Shrubland,Shrubland,0-5,16.8
C-327674,527,ID,42.4968,-115.9127,06/13/09,Shrubland,Shrubland,0-5,20.6
C-327676,590,ID,47.4853,-116.0632,06/18/09,Forested Upland,Evergreen Forest,0-5,119
C-327677,635,ID,42.2106,-111.6711,06/10/09,Forested Upland,Mixed Forest,0-5,30.2
C-327678,655,ID,43.18,-113.0121,07/02/09,Shrubland,Shrubland,0-5,21.2
C-335432,718,ID,44.4551,-115.0985,06/30/09,Forested Upland,Evergreen Forest,0-5,16.3
C-327679,910,ID,45.4104,-113.8573,06/19/09,Forested Upland,Evergreen Forest,0-5,12.2
C-327680,1103,ID,43.6979,-116.7991,06/19/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,19.4
C-327681,1147,ID,44.0607,-112.9846,07/01/09,Forested Upland,Evergreen Forest,0-5,17.9
C-335434,1167,ID,42.12,-112.6549,06/10/09,Shrubland,Shrubland,0-5,12.8
C-327683,1230,ID,45.1019,-116.2846,06/16/09,Forested Upland,Evergreen Forest,0-5,7.1
C-327684,1294,ID,44.6799,-116.8528,06/15/09,Forested Upland,Evergreen Forest,0-5,13.1
C-327685,1358,ID,48.5494,-116.3602,06/17/09,Forested Upland,Evergreen Forest,0-5,18.1
C-327686,1423,ID,43.2916,-115.2887,06/30/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.9
C-327687,1486,ID,44.6482,-113.5555,06/20/09,Forested Upland,Evergreen Forest,0-5,32.2
C-327688,1614,ID,47.0656,-116.6618,06/17/09,Forested Upland,Evergreen Forest,0-5,20.2
C-334661,1659,ID,42.801,-111.3519,06/09/09,Forested Upland,Evergreen Forest,0-5,19.1
C-334662,1934,ID,46.3833,-115.2851,06/18/09,Forested Upland,Evergreen Forest,0-5,19.9
C-334663,2171,ID,43.2621,-112.8028,07/02/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.6
C-334665,2191,ID,43.624,-115.1631,06/22/09,Forested Upland,Evergreen Forest,0-5,26.1
C-334666,2254,ID,45.8807,-116.0204,06/16/09,Forested Upland,Evergreen Forest,0-5,19.1
C-334667,2447,ID,44.1451,-114.2872,06/30/09,Shrubland,Shrubland,0-5,10
C-334668,2510,ID,44.5959,-115.8554,06/15/09,Forested Upland,Evergreen Forest,0-5,16.2
C-334669,2683,ID,42.3722,-111.9835,06/10/09,Shrubland,Shrubland,0-5,21.7
C-334670,2703,ID,42.2996,-114.8107,06/12/09,Shrubland,Shrubland,0-5,17.2
C-334671,2958,ID,45.3538,-114.5349,06/19/09,Forested Upland,Evergreen Forest,0-5,9.4
C-334673,2990,ID,44.3101,-112.9184,07/01/09,Forested Upland,Evergreen Forest,0-5,158
C-334674,3150,ID,46.4421,-115.0955,06/18/09,Forested Upland,Evergreen Forest,0-5,17
C-334675,3195,ID,43.2593,-112.0411,07/02/09,Shrubland,Shrubland,0-5,13.6
C-334676,3215,ID,43.7819,-115.9746,06/15/09,Forested Upland,Evergreen Forest,0-5,17.5
C-334677,3278,ID,44.0434,-114.7519,06/30/09,Forested Upland,Evergreen Forest,0-5,14.9
C-334678,3451,ID,42.632,-112.0375,06/10/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.4
C-334679,3471,ID,42.9628,-114.4006,06/11/09,Shrubland,Shrubland,0-5,16.9
C-334680,3534,ID,44.114,-116.1082,06/15/09,Forested Upland,Evergreen Forest,0-5,20.1
C-334641,3662,ID,46.5918,-115.7755,06/16/09,Forested Upland,Evergreen Forest,0-5,10.4
C-334642,3707,ID,43.8034,-111.5152,07/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.9
C-334643,3727,ID,42.5615,-115.4985,06/12/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.7
C-334644,3855,ID,42.8926,-116.8733,06/13/09,Shrubland,Shrubland,0-5,5.5
C-335433,3919,ID,42.8663,-114.3824,06/11/09,Shrubland,Shrubland,0-5,21.7
C-334646,4239,ID,42.2811,-113.4723,06/11/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.2
C-334647,4302,ID,45.8259,-116.2483,06/16/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12
C-334648,4495,ID,42.9407,-115.5304,06/12/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.2
C-334649,4558,ID,45.0989,-113.9466,06/19/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,33.6
C-334650,4623,ID,42.2447,-116.0286,06/13/09,Shrubland,Shrubland,0-5,22.8
C-334651,4686,ID,46.7867,-116.5112,06/17/09,Forested Upland,Evergreen Forest,0-5,14.6
C-334652,4731,ID,42.3624,-111.7002,06/10/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.5
C-334654,4751,ID,43.6248,-113.3507,07/01/09,Shrubland,Shrubland,0-5,22.2
N.S.,4814,ID,44.656,-115.6804,06/17/09,Forested Upland,Evergreen Forest,N.S.,
C-334655,5199,ID,43.3078,-116.6552,06/13/09,Shrubland,Shrubland,0-5,20.5
C-334656,5243,ID,43.3364,-112.2746,07/02/09,Shrubland,Shrubland,0-5,13.5
C-334657,5263,ID,42.8095,-113.4439,06/11/09,Shrubland,Shrubland,0-5,17.1
C-334658,5326,ID,45.3509,-116.3996,06/16/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,10
C-334713,5390,ID,44.6663,-116.8756,06/15/09,Forested Upland,Evergreen Forest,0-5,16.2
C-334714,5454,ID,48.1695,-116.5035,06/17/09,Forested Upland,Evergreen Forest,0-5,25.8
C-334715,5519,ID,44.1778,-113.8562,07/01/09,Shrubland,Shrubland,0-5,11.7
C-334716,5582,ID,44.3844,-113.1879,06/20/09,Shrubland,Shrubland,0-5,111
C-334717,5710,ID,46.6652,-115.8241,06/16/09,Forested Upland,Evergreen Forest,0-5,16
C-334719,5755,ID,43.1721,-111.3576,06/09/09,Forested Upland,Evergreen Forest,0-5,20.3
C-334720,5775,ID,42.4186,-114.6612,06/12/09,Shrubland,Shrubland,0-5,20
C-334721,6030,ID,46.3096,-115.3699,06/18/09,Forested Upland,Evergreen Forest,0-5,21.8
C-334722,6267,ID,43.9989,-112.0698,06/20/09,Shrubland,Shrubland,0-5,15.2
C-334723,6287,ID,43.7577,-115.2331,06/22/09,Forested Upland,Evergreen Forest,0-5,19.4
C-334724,6350,ID,46.2272,-115.5011,06/18/09,Forested Upland,Evergreen Forest,0-5,47.4
C-334725,6414,ID,44.044,-116.8747,06/15/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.8
C-334727,6543,ID,44.1564,-114.3847,06/30/09,Shrubland,Shrubland,0-5,29.6
C-334728,6606,ID,44.9684,-116.2082,06/19/09,Forested Upland,Evergreen Forest,0-5,10.6
C-334729,6734,ID,46.6325,-116.6647,06/18/09,Forested Upland,Evergreen Forest,0-5,17.7
C-334730,6799,ID,42.2275,-114.5724,06/12/09,Shrubland,Shrubland,0-5,21.8
C-334731,7291,ID,43.6163,-112.0427,07/02/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,19.3
C-334732,7311,ID,43.4814,-116.045,06/13/09,Shrubland,Shrubland,0-5,26.6
C-334691,7374,ID,44.8468,-114.4642,06/19/09,Forested Upland,Evergreen Forest,0-5,15.6
C-334692,7547,ID,42.9388,-112.8587,07/02/09,Planted/Cultivated,Row Crops,0-5,16.2
C-334693,7567,ID,43.09,-114.433,06/30/09,Shrubland,Shrubland,0-5,23.2
C-334694,7630,ID,44.3689,-115.2778,06/30/09,Forested Upland,Evergreen Forest,0-5,18.7
C-334695,7758,ID,46.4223,-115.8883,06/16/09,Forested Upland,Evergreen Forest,0-5,17.2
